Sample,Ground Truth,Prediction,WER
2348,csa seven four three continue golf hold short of lima and one two one nine,csa seven four three continue golf hold short of lima and one two one eight,6.67
2384,praha good afternoon turkish one five two five maintaining three four zero on course bavok,praha good afternoon turkish one five two five maintaining three four zero on course babus,6.67
1621,csa five zero nine runway one three clear to land zero six zero degrees five,csa five zero nine runway one three clear to land zero six zero degrees fi,6.67
1901,csa three six kilo golf praha radar radar contact climb flight level one six zero,csa six kilo golf praha radar radar contact climb flight level one six zero,6.67
2399,lufthansa one echo november contact praha one three three decimal four one zero good by,lufthansa one echo november contact praha one three three decimal four one zero good bye,6.67
188,three five eight zero roger contact ruzyne tower one one eight decimal one good bye,lot three five eight zero roger contact ruzyne tower one one eight decimal one good bye,6.67
478,lufthansa six hotel xray contact munich one three two decimal five five zero good bye,lufthansa six hotel xray contact munich one three two point five five zero good bye,6.67
2206,ethiopian seven zero two contact rhein one three three decimal two eight five good bye,etihad seven zero two contact rhein one three three decimal two eight five good bye,6.67
581,sky travel six six one to my last information you may expect runway one three,sky travel six six one according to my last information you may expect runway one three,6.67
2889,left turn one five zero cleared ils approach runway one three csa seven kilo golf,left turn around five zero cleared ils approach runway one three csa seven kilo golf,6.67
1323,air berlin nine eight six echo call praha one two seven decimal one two fi,air berlin nine eight six echo call praha one two seven decimal one two five,6.67
2154,lufthansa six mike alfa contact munich one two two point six eight zero good bye,lufthansa six mike alfa contact munich one two two decimal six eight zero good bye,6.67
468,kuwaiti eight nine sierra contact praha one two seven decimal five seven five good day,quality eight nine sierra contact praha one two seven decimal five seven five good day,6.67
2806,oscar kilo mike charlie charlie runway two seven cleared for low approach wind three two zero degrees five knots after low approach continue straight ahead climb to three thousand feet,oscar kilo mike charlie charlie runway two seven cleared for lower approach wind three two zero degrees five knots after lower approach continue straight ahead climb to three thousand feet,6.67
1034,csa two nine six taxi to hodling point runway one three via hotel bravo delta,csa two nine six taxi to holding point runway one three via hotel bravo delta,6.67
457,o kilo alfa lima zulu contact karlovy vary one one nine decimal nine five zero,oscar kilo alfa lima zulu contact karlovy vary one one nine decimal nine five zero,6.67
1236,praha csa five mike bravo passing flight level two two zero descending one three zero,praha approach csa five mike bravo passing flight level two two zero descending one three zero,6.67
257,lufthansa seven seven nine contact munchen one three two decimal one five five good day,lufthansa seven seven nine contact munich one three two decimal one five five good day,6.67
2921,lot three zero five climb to flight level three four zero expect higher from wien,lot three zero five climb to flight level three four zero expect higher from vienna,6.67
2494,german wings two one four zero hello radar contact what is your requested final level,german wings two one four zero hello radar contact what s your requested final level,6.67
19,down level two nine zero one two seven one two five lufthansa six november hotel,down level two nine zero one two seven one two five lufthansa six november jul,6.67
1006,easy five five nine seven turn left papa lima and contact ground one two one decimal nine bye bye papa lima one two one nine thank you five four nine two,easy five four nine seven turn left papa lima and contact ground one two one decimal nine bye bye papa lima one two one nine thank you five four nine seven,6.45
1444,airbridge cargo three eight nine contact munich one three two decimal one five five good bye,airbridge cargo three eight nine contact munchen one three two decimal one five five good bye,6.25
943,wizz air four papa romeo contact vienna one three four decimal four four zero good bye,wizz air four papa romeo contact wien one three four decimal four four zero good bye,6.25
216,morning swiss four six zero tango praha radar radar contact descend flight level one three zero,good morning swiss four six zero tango praha radar radar contact descend flight level one three zero,6.25
2832,sky shuttle one one four zero contact vienna one three four four four zero bye bye,sky shuttle one one four zero contact wien one three four four four zero bye bye,6.25
475,channex three one victor praha radar contact descend flight level two nine zero level by ab,joyce three one victor praha radar contact descend flight level two nine zero level by ab,6.25
2063,sky travel two eight two seven and there is closed echo airspace below flight level one hundred so if you wish to avoid class echo airspace next descend in two zero miles,sky travel two eight two seven and there is cross echo airspace below flight level one hundred so if you wish to avoid cross echo airspace next descend in two zero miles,6.25
2489,left head three three zero cleared ils approach three one air france one seven eight two,left three three zero cleared ils approach three one air france one seven eight two,6.25
1154,jobair zero seven two contact ground one two one nine two one nine jobair zero s,jobair zero seven two contact ground one two one nine two one nine jobair zero se,6.25
2240,h romeo november five one one praha hello radar contact climb flight level two four zero,hotel romeo november five one one praha hello radar contact climb flight level two four zero,6.25
2281,one three two one five five reach nine six five no problem have a good day,one three two one five five for reach nine six five no problem have a good day,6.25
1699,n two six nine six sierra descend flight level eight zero intercept localizer runway three one,november two six nine six sierra descend flight level eight zero intercept localizer runway three one,6.25
824,praha good afternoon austrian five five alfa delta level two six eight climb two eight zero,praha good afternoon austrian five five alfa delta level two six eight climbing two eight zero,6.25
994,ich one three six decimal four correction one three two decimal one five five good bye,one three six decimal four correction one three two decimal one five five good bye,6.25
1024,hello mike echo mike lima india ruzyne tower continue approach deaparture ahead airbus three two zero,hello mike echo mike lima india ruzyne tower continue approach departure ahead airbus three two zero,6.25
2513,air france two four eight two no speed restrictions thank you no speed restriction air fra,air france two four eight two no speed restrictions thank you no speed restriction air f,6.25
163,radar good morning lufthansa six kilo victor in flight level three four zero inbound direct rapet,radar good morning lufthansa six kilo victor in flight level three four zero inbound to rapet,6.25
1673,bline six one golf contact praha radar one two zero decimal two seven five good bye,beline six one golf contact praha radar one two zero decimal two seven five good bye,6.25
237,two hotel t lufthansa two hotel tango continue present heading vectoring ils approach runway three one,two hotel tango lufthansa two hotel tango continue present heading vectoring ils approach runway three one,6.25
2167,air france two zero two four papa contact rhein one three six decimal four zero five,air france zero two four papa contact rhein one three six decimal four zero five,6.25
2523,praha radar lufthansa three alfa november passing one correction two one two climbing two eight zero,praha radar austrian three alfa november passing one correction two one two climbing two eight zero,6.25
1080,ohlnipon two zero eight squawk one four seven one climb to flight level three three zero,onipon two zero eight squawk one four seven one climb to flight level three three zero,6.25
2231,csa five papa charlie runway one three cleared to land wind zero seven zero six knots,csa five papa charlie runway one three clear to land wind zero seven zero six knots,6.25
2064,cimber zero five four four praha hello radar contact climb to flight level three three zero,camber zero five four four praha hello radar contact climb to flight level three three zero,6.25
2039,lufthansa two five four one contact munich one three two decimal five five zero good bye,lufthansa two five four one contact munich one three two point five five zero good bye,6.25
2040,air berlin seven six six yankee contact praha one two seven decimal one two five good,air berlin seven six six yankee contact praha one two seven decimal one two five goo,6.25
705,wizz air five nine one contact munich one three two decimal one five five good bye,wizz air five nine one contact munich one three two point one five five good bye,6.25
2512,praha radar good afternoon singapoore three two six level three six descending level three five zero,praha radar good afternoon singapore three two six level three six descending level three five zero,6.25
1072,csa eight zero three runway one three clear to land wind three six zero degrees seven knots,csa eight zero three runway one three cleared to land wind three six zero degrees seven knots,5.88
1534,lot five two five runway one three clear to land wind zero six zero degrees six knots,lot five two five runway one three cleared to land wind zero six zero degrees six knots,5.88
1961,papa golf yankee descend to four thousand feet cleared rnp approach one four report established final course,hotel golf yankee descend to four thousand feet cleared rnp approach one four report established final course,5.88
1540,csa nine seven seven runway three one cleared to land wind one eight zero degrees two knots,csa nine seven seven runway three one clear to land wind one eight zero degrees two knots,5.88
2338,air france one three two contact ground one two one nine good bye one two one decimal,air france one three eight two contact ground one two one nine good bye one two one decimal,5.88
1345,lufthansa two four three four contact praha on one three three decimal three nine zero good b,lufthansa two four three four contact praha on one three three decimal three nine zero good by,5.88
1141,lufthansa three alfa november descend flight level three zero zero lufthan three alfa november descending three hundred,lufthansa three alfa november descend flight level three zero zero lufthansa three alfa november descending three hundred,5.88
819,four zero yankee climbing flight level two four zero passing flight level two one three inboudn lanux,four zero yankee climbing flight level two four zero passing flight level two one three inbound lanux,5.88
1955,csa one alfa juliett descend flight level nine zero contact ruzyne radar one one nine decimal zero,csa seven alfa juliett descend flight level nine zero contact ruzyne radar one one nine decimal zero,5.88
2477,air malta five three nine contact praha radar one two zero decimal two seven five good by,air malta five three nine contact praha radar one two zero decimal two seven five good bye,5.88
1458,beair five five two runway one three clear to land wind zero two zero degrees four knots,beair five five two runway one three cleared to land wind zero two zero degrees four knots,5.88
787,sky travel six six one new qnh one zero one eight and are you loc established now,sky travel six six one new qnh one zero one eight and are you lock established now,5.88
1198,csa five six zero runway one three cleared for takeoff wind zero six zero degrees six kdnots,csa five six zero runway one three cleared for takeoff wind zero six zero degrees six knots,5.88
2486,royal air maroc three five two contact apron one two one decimal eight five five good bye,royal air maroc three five two contact zurich apron one two one decimal eight five five good bye,5.88
691,tower shamrock six four four is with you shamrock six four four hello ruzyne tower continue approach,and shamrock six four four is with you shamrock six four four hello ruzyne tower continue approach,5.88
1031,tower csa six one nine establish ils one three csa six one nine ruzyne tower continue approach,tower csa six one nine established ils one three csa six one nine ruzyne tower continue approach,5.88
1659,csa nine two three descend flight level nine zero contact ruzyne radar one one nine decimal zero,csa nine two three descend flight level nine zero contact ruzyne radar one one nine zero,5.88
2698,bing flight level one six zero one two zero decimal two seven five csa seven three zero,ding flight level one six zero one two zero decimal two seven five csa seven three zero,5.88
9,leaving flight level three one zero for flight level two nine zero lot four one two six,leaving flight level three one zero for flight level two nine zero baltic four one two six,5.88
2825,lufthansa six one three when ready descend to flight level three zero zero reach level by rapet,lufthansa six one three when ready descend flight level three zero zero reach level by rapet,5.88
2055,csa nine six one runway three one cleared to land wind one six zero degrees five knots,csa nine six one runway three one clear to land wind one six zero degrees five knots,5.88
1841,call praha one three three decimal three nine zero one three three three nine zero austrian eight seven,call praha one three three decimal three nine zero one three three three nine zero austrian seven,5.56
2383,lufthansa two five three zero proceed direct lima delta zulu contact praha one three three three nine zero,lufthansa two five three zero proceed direct lima delta z contact praha one three three three nine zero,5.56
2516,aero flot one four nine runway three one cleared to land wind one eight zero degrees three knots,aero flot one four nine runway three one clear to land wind one eight zero degrees three knots,5.56
600,praha radar german cargo five three zero flight level two one one climbing two nine zero inbound omelo,praha radar german cargo five three zero on flight level two one one climbing two nine zero inbound omelo,5.56
1668,lufthansa nine juliett charlie turn left heading three four zero cleared ils runway three one report when established,lufthansa nine juliett charlie turn left heading three four zero cleared ils approach runway three one report when established,5.56
1589,ryan air six seven two nine climb flight level three four zero after adar direct oscar kilo golf,ryan air six seven two nine climb flight level three four zero after adado direct oscar kilo golf,5.56
430,praha radar csa nine zero five passing two eight three descending to flight level two two zero approachi,praha radar csa nine zero five passing two eight three descending to flight level two two zero approaching,5.56
335,turkish one seven six seven runway three one cleared to land wind one six zero degrees four knots,turkish one seven six seven runway three one clear to land wind one six zero degrees four knots,5.56
2276,evening radar contact standby for shortcut maintain three four zero three four zero maintain thank you very much,evening radar contact standby for shortcut maintain three four zero three four zero thank you very much,5.56
2623,radar csa six three three descending flight level one seven zero passing one eight five and information lima,radar csa six three three descending flight level one seven zero passing one eight five and information november,5.56
2268,oscar kilo delta sierra juliett runway three one cleared to land wind zero seven zero degrees seven knots,oscar kilo delta sierra juliett runway three one clear to land wind zero seven zero degrees seven knots,5.56
397,csa nine on five six runway one three cleared for takeoff wind one five zero degrees three knots,csa nine five six runway one three cleared for takeoff wind one five zero degrees three knots,5.56
530,papa flight level three two zero swiss three four three papa hello radar contact proceed oscar kilo golf,p papa flight level three two zero swiss three four three papa hello radar contact proceed oscar kilo golf,5.56
1343,csa eight three five continue with the right turn to heading three one zero vectoring for ils one,csa eight three five continue with the right turn to heading three one zero vectoring for ils one three,5.56
2302,tower csa nine six one full established ils three one csa nine six one ruzyne tower continue approach,tower csa nine six one for established ils three one csa nine six one ruzyne tower continue approach,5.56
1968,swiss four seven echo descend flight level nine zero contact ruzyne radar one one nine decimal zero good bye,swiss four seven two echo descend flight level nine zero contact ruzyne radar one one nine decimal zero good bye,5.26
2886,bline six one golf runway one three cleared for takeoff wind one six zero degrees five knots bye bye,beline six one golf runway one three cleared for takeoff wind one six zero degrees five knots bye bye,5.26
523,easy eight zero eight uniform runway one three cleared takeoff wind zero three zero degrees five knots bye bye,easy eight zero eight uniform runway one three cleared for takeoff wind zero three zero degrees five knots bye bye,5.26
2504,austrian three one six romeo continue present heading for spacing and contact praha one two seven one two fi,austrian three one six romeo continue present heading for spacing and contact praha one two seven one two five,5.26
640,csa eight seven nine contact ruzyne ground one two one nine one two one nine csa eight seven nine,csa eight seven nine contact ruzyne ground one two one decimal nine one two one nine csa eight seven nine,5.26
747,easy eight three whiskey quebec good evening radar radar contact descend flight level one zero zero no speed restrictions,easy eight three whiskey kilo good evening radar radar contact descend flight level one zero zero no speed restrictions,5.26
625,break break easy three zero six five left turn one six zero cleared for ils approach runway one three,check break break easy three zero six five left turn one six zero cleared for ils approach runway one three,5.26
10,lufthansa seven two six proceed direct lima delta zulu contact warsaw one three four nine two five good bye,lufthansa seven two six proceed direct lima delta z contact warsaw one three four nine two five good bye,5.26
2170,easy nine charlie lima turn left heading three four zero cleared ils approach runway three one report when establish,easy nine charlie lima turn left heading three four zero cleared ils approach runway three one report when established,5.26
1832,roger for further climb contact praha one three three decimal f correction one three four decimal five nine zero,roger for further climb contact praha one three three decimal correction one three four decimal five nine zero,5.26
2049,ruzyne tower good day austrian seven zero six papa on l austrian seven zero six papa tower good morning,ruzyne tower good day austrian seven zero six papa on lima austrian seven zero six papa tower good morning,5.26
2767,csa seven five one radar radar contact descend flight level one zero zero keep speed up and kilo information,csa five one radar radar contact descend flight level one zero zero keep speed up and kilo information,5.26
1469,yes when reach maintain one zero zero and continue present heading vectoring for left hand base ils three one,yeah when reach maintain one zero zero and continue present heading vectoring for left hand base ils three one,5.26
52,speed bird eight five five runway three one cleared for takeoff wind one one zero degrees two knots good b,speed bird eight five five runway three one cleared for takeoff wind one one zero degrees two knots good by,5.0
469,air france one nine eight two descend flight level six zero level six zero air france one nine eight two,air france one nine eight two descend flight level six zero flight level six zero air france one nine eight two,5.0
119,lot five two five radar radar contact descend flight level one zero zero kilo information in three minutes expect shortcut,lot five two five radar radar contact descend flight level one zero zero kilo information in three minutes shortcut,5.0
2531,praha radar contact climb flight level three one zero climb flight level three one zero klm one eight four six,praha radar contact climb flight level three one zero flight level three one zero klm one eight four six,5.0
1726,prague radar good afternoon charlie india golf one six four two climbing level two eight zero inbound oscar kilo golf,praha radar good afternoon charlie india golf one six four two climbing level two eight zero inbound oscar kilo golf,5.0
337,lufthansa eight echo november contact ruzyne ground one two one decimal nine one two one nine eight echo november hotel,lufthansa eight echo november contact ruzyne ground one two one decimal nine one two one nine eight echo november,5.0
1098,qatari six zero five six squawk five one seven four ing five one seven four qatari six zero five six,qatari six zero five six squawk five one seven four five one seven four qatari six zero five six,5.0
780,praha radar csa two seven zero passing flight level two six three climbing flight level two eight zero direct miksa,praha radar csa two seven zero passing flight level two six three climbing flight level two eight zero direct liksa,5.0
334,lufthansa six romeo xray contact praha radar one two zero two seven five one two zero two seven five too,lufthansa six romeo xray contact praha radar one two zero two seven five one two zero two seven five,5.0
1897,praha hello klm one eight four five flight level three three zero inbound request climb flight level three five zero,praha hello klm one eight four five flight level three three zero inbound abrax request climb flight level three five zero,5.0
365,leaving level three five zero for level two nine zero to be level at abrax austrian one seven two papa,leaving level three five zero for level two nine zero to be level at abrax austrian one zero two papa,5.0
1386,sky travel one zero three one descend flight level nine zero and turn left to papa romeo nine six zero,sky travel one zero three nine descend flight level nine zero and turn left to papa romeo nine six zero,5.0
2591,good morning sky travel one one nine three praha radar radar contact descend flight level one zero zero high speed approved,good morning sky shuttle one one nine three praha radar radar contact descend flight level one zero zero high speed approved,4.76
198,five zero nine descend four thousand feet qnh one zero one nine and you may proceed visually to final of runway,sierra five zero nine descend four thousand feet qnh one zero one nine and you may proceed visually to final of runway,4.76
392,easy eight zero nine bravo hello radar contact descend flight level one zero zero proceed direct to evemi no speed restrictio,easy eight zero nine bravo hello radar contact descend flight level one zero zero proceed direct to evemi no speed restriction,4.76
2789,praha air france one nine eight romeo five thousand feet air france one nine eight romeo climb flight level nine zero,air france one nine eight romeo five thousand feet air france one nine eight romeo climb flight level nine zero,4.76
1859,tower csa two sierra lima ready csa two sierra lima ruzyne tower line up runway one three cleared for takeoff win,tower csa two sierra lima ready csa two sierra lima ruzyne tower line up runway one three cleared for takeoff wind,4.76
1388,lufthansa four juliett alfa climb flight level two six zero lufthansa four juliett alfa thank you climb level two six zero,lufthansa four juliett alfa climb flight level two six zero lufthansa four juliett alfa thank you climb flight level two six zero,4.76
2769,startup si approved time three one cleared to shanghai runway three one artup one bravo departure squawk one four zero one,startup is approved time three one cleared to shanghai runway three one artup one bravo departure squawk one four zero one,4.76
1675,air nostrum seven eight juliett mike direct hello wind one eight zero degrees four knots runway one four cleared to land,air nostrum seven eight juliett mike direct kilo wind one eight zero degrees four knots runway one four cleared to land,4.76
964,praha one three four decimal five nine zero good bye three four five nine zero easy six one three golf by,praha one three four decimal five nine zero good bye three four five nine zero easy six one three golf,4.76
222,break break csa seven zero one climb flight level two four zero climbing flight level two four zero csa seven zero two,break break csa seven zero two climb flight level two four zero climbing flight level two four zero csa seven zero two,4.55
1948,lufthansa one charlie kilo contact praha one two seven decimal one two five good bye one two five lufthansa one charlie kilo,lufthansa one charlie kilo contact praha one two seven decimal one two five good bye lufthansa one two five lufthansa one charlie kilo,4.55
2255,good day britair five nine zero bravo radar contact descend flight level one three zero information oscar speed two five zero knots,good day britair five nine zero praha radar contact descend flight level one three zero information oscar speed two five zero knots,4.55
1402,and prague tower hello cimber three five two five ils three one cimber three five two five hello ruzyne tower continue approach,and praha tower hello cimber three five two five ils three one cimber three five two five hello ruzyne tower continue approach,4.55
2368,lufthansa one four nine one descend flight level three three zero lufthansa one four nine one descend level one three three zero,lufthansa one four nine one descend flight level three three zero lufthansa one four nine one descend level three three zero,4.55
1140,so stop at the holding point runway one three there is one more landing traffic runway three one expect five minutes delay,so stop at the holding point runway one three there is one more landing traffic runway three one expect five minute delay,4.55
69,smart wings one zero seven papa descend to altitude four thousand feet qnh one zero two three cleared for approach runway three one,smart wings one zero seven papa descend to altitude four thousand feet qnh one zero two three cleared for ils approach runway three one,4.35
2711,raha good morning austrian three three two papa level three five zero inbound abrax austrian three three two papa praha hello radar contact,good morning austrian three three two papa level three five zero inbound abrax austrian three three two papa praha hello radar contact,4.35
1448,hello speed bird four alfa charlie ruzyne tower continue approach reduce speed one five zero knots until four miles final departure ahead atr,hello speed bird four alfa charlie ruzyne tower continue approach reduce speed one five zero knots untill four miles final departure ahead atr,4.35
1304,russia two two one turn right heading two eight zero cleared for ils approach runway three one reduce speed two zero zero knots,sierra two two one turn right heading two eight zero cleared for ils approach runway three one reduce speed two zero zero knots,4.35
1347,confirm ready for departure sky travel one three one zero three four roger line up runway three one cleared for takeoff wind is calm,i confirm ready for departure sky travel one three one zero three four roger line up runway three one cleared for takeoff wind is calm,4.17
1682,klm one three five one descend five thousand feet qnh one zero two three continue present heading vectoring for ils approach runway three one,klm one three five one descend five thousand feet qnh one zero two three continue present heading vectoring ils approach runway three one,4.17
423,confirm when localizer established we re established nor shuttle one five one four roger contact ruzyne tower one one eight decimal one good day,confirm when localizer established we are established nor shuttle one five one four roger contact ruzyne tower one one eight decimal one good day,4.17
838,ha oman air one one three on descend passing three nine one for three five zero squawk is six one four five good morning,praha oman air one one three on descend passing three nine one for three five zero squawk is six one four five good morning,4.17
1482,air berlin one one three golf climb flight level three four zero climbing flight level three four zero air berlin one one three g,air berlin one one three golf climb flight level three four zero climbing flight level three four zero air berlin one one three golf,4.17
789,wizz air five five six good morning radar contact climb flight level one six zero climb flight level one six zero wizz air five five,wizz air five five six good morning radar contact climb flight level one six zero climb flight level one six zero wizz air five five six,4.0
490,klm seven three whiskey maintain present heading for vectoring for ils approach runway two four and reduce your speed now below two six zero knots,klm seven three whiskey maintain present heading for vectoring ils approach runway two four and reduce your speed now below two six zero knots,4.0
1721,lot five romeo whiskey runway three one cleared for takeoff wind one nine zero degrees four knots bye cleared for takeoff run runway three one,lot five romeo whiskey runway three one cleared for takeoff wind one nine zero degrees four knots bye cleared for takeoff rhein runway three one,4.0
2294,roger thank you and the turbulence are in the western part at flight level three four zero only so give me information if you have any,roger thank you and the turbulence was in the western part at flight level three four zero only so give me information if you have any,3.85
2146,jade cargo seven four four three now climb to flight level three four zero and contact praha one three three decimal three nine zero good bye,jet cargo seven four four three now climb to flight level three four zero and contact praha one three three decimal three nine zero good bye,3.85
919,lufthansa three kilo alfa runway one three clear to land wind zero eight zero degrees six knots lufthansa three kilo alfa runway one three clear land,lufthansa three kilo alfa runway one three clear to land wind zero eight zero degrees six knots lufthansa three kilo alfa runway one three clear to land,3.85
1051,csa four nine three radar radar contact descend to flight level one zero zero infomration november correct proceed direct to arvek vectoring ils runway three one,csa four nine three radar radar contact descend to flight level one zero zero information november correct proceed direct to arvek vectoring ils runway three one,3.85
947,csa nine one seven runway one three clear to land wind zero three zero degrees seven knots clear to land runway one three csa nine one s,csa nine one seven runway one three clear to land wind zero three zero degrees seven knots clear to land runway one three csa nine one sev,3.7
2136,cimber three five two five descend four thousand feet altitude qnh o one zero two one descend four thousand one zero two one cimber three five two five,cimber three five two five descend four thousand feet altitude qnh one zero two one descend four thousand one zero two one cimber three five two five,3.57
280,csa six nine one turn right papa romeo nine zero three,csa six nine one turn right papa romeo nine zero three,0.0
259,wizz air five hundred proceed direct to arvek,wizz air five hundred proceed direct to arvek,0.0
2410,praha lufthansa one five lima l,praha lufthansa one five lima l,0.0
2411,ascot six six three four contact praha one three one three three decimal three nine zero bye bye,ascot six six three four contact praha one three one three three decimal three nine zero bye bye,0.0
1067,euro trans,euro trans,0.0
993,ruzyne tower csa nine seven five visual approach runway one,ruzyne tower csa nine seven five visual approach runway one,0.0
2427,direct pepik lufthansa seven five four thank you,direct pepik lufthansa seven five four thank you,0.0
2426,that s correct,that s correct,0.0
269,calibra four zero established ils three one,calibra four zero established ils three one,0.0
2394,ruzyne tower csa zero two five ils one three csa zero two five continue approach,ruzyne tower csa zero two five ils one three csa zero two five continue approach,0.0
284,six three two one contact bratislava one three four,six three two one contact bratislava one three four,0.0
2415,csa four zero seven contact tower one one eight one one one eight one csa four zero seven,csa four zero seven contact tower one one eight one one one eight one csa four zero seven,0.0
260,station calling,station calling,0.0
266,taxi via runway two four hold short of runway one three csa four delta romeo,taxi via runway two four hold short of runway one three csa four delta romeo,0.0
2393,lufthansa two five three one praha hello radar contact,lufthansa two five three one praha hello radar contact,0.0
245,csa three sierra lima ready for next descend,csa three sierra lima ready for next descend,0.0
2424,csa nine two zero runway one three cleared for takeoff wind one eight zero degrees three knots,csa nine two zero runway one three cleared for takeoff wind one eight zero degrees three knots,0.0
1066,lot three seven mike squawk one four six zero,lot three seven mike squawk one four six zero,0.0
2418,welcome,welcome,0.0
263,wizz air five seven zero descend flight level eight zero,wizz air five seven zero descend flight level eight zero,0.0
2421,csa five seven two radar radar contact climb to flight level one four zero,csa five seven two radar radar contact climb to flight level one four zero,0.0
2450,delta alfa uniform the field is at your two o clock position four miles confirm in sight,delta alfa uniform the field is at your two o clock position four miles confirm in sight,0.0
264,quality eight nine sierra taxi zulu hotel hold short of lima,quality eight nine sierra taxi zulu hotel hold short of lima,0.0
2451,seven five etihad zero zero eight bye bye,seven five etihad zero zero eight bye bye,0.0
2409,finn air seven one six whiskey tower good morning roger use runway two two hold short of three one,finn air seven one six whiskey tower good morning roger use runway two two hold short of three one,0.0
2447,takeoff runway two four csa,takeoff runway two four csa,0.0
256,line up runway one three and wait csa three kilo foxtrot,line up runway one three and wait csa three kilo foxtrot,0.0
2437,aero flot one four four fully ready,aero flot one four four fully ready,0.0
2442,swiss one two four bravo expedite reducing speed to one sixty turn left heading three three zero cleared ils three one report when established,swiss one two four bravo expedite reducing speed to one sixty turn left heading three three zero cleared ils three one report when established,0.0
275,one zero two two,one zero two two,0.0
1064,lufthansa seven eight six request flight level three three zero,lufthansa seven eight six request flight level three three zero,0.0
247,standing by,standing by,0.0
274,perfect,perfect,0.0
2439,continue proceed via delta to holding point,continue proceed via delta to holding point,0.0
2445,roger direct tango,roger direct tango,0.0
2438,descend flight level one zero zero,descend flight level one zero zero,0.0
2402,roger lufthansa five lima l descend flight level three two zero,roger lufthansa five lima l descend flight level three two zero,0.0
2397,right heading three three zero austrian seven one one zulu,right heading three three zero austrian seven one one zulu,0.0
281,csa seven three charlie,csa seven three charlie,0.0
283,wilco,wilco,0.0
2403,one three,one three,0.0
2436,thank you,thank you,0.0
246,csa seven,csa seven,0.0
272,lufthansa one papa kilo proceed direct agava,lufthansa one papa kilo proceed direct agava,0.0
2405,csa nine two one speed one eight zero knots,csa nine two one speed one eight zero knots,0.0
2406,climbing flight level three four zero request flight level three eight,climbing flight level three four zero request flight level three eight,0.0
271,one two zero one,one two zero one,0.0
255,proceed direct to artup,proceed direct to artup,0.0
2432,csa three five delta flight level three seven zero descend flight level three five zero,csa three five delta flight level three seven zero descend flight level three five zero,0.0
992,easy two four seven foxtrot hello radar contact,easy two four seven foxtrot hello radar contact,0.0
251,seven,seven,0.0
1206,foxtrot,foxtrot,0.0
2391,to kolad air china,to kolad air china,0.0
2252,you are unreadable descend to flight level three four zero,you are unreadable descend to flight level three four zero,0.0
357,csa nine,csa nine,0.0
1085,speed bird eight six zero continue present heading vectoring ils approach runway three one present speed or greater number one,speed bird eight six zero continue present heading vectoring ils approach runway three one present speed or greater number one,0.0
1086,csa nine six seven radar,csa nine six seven radar,0.0
2257,sky travel one one zero two radar contact climb flight level one six zero,sky travel one one zero two radar contact climb flight level one six zero,0.0
358,csa two eight seven praha radar contact,csa two eight seven praha radar contact,0.0
360,descending flight level nine zero,descending flight level nine zero,0.0
362,praha departure csa seven six four airborne three thousand,praha departure csa seven six four airborne three thousand,0.0
368,twin star eight eight seven descend four thousand feet cleared ils approach runway three one report when established,twin star eight eight seven descend four thousand feet cleared ils approach runway three one report when established,0.0
1069,one three four four four zero aero flot two seven three thank you,one three four four four zero aero flot two seven three thank you,0.0
370,wizz air four romeo papa,wizz air four romeo papa,0.0
2246,lot five two six turn left direct to agava,lot five two six turn left direct to agava,0.0
371,twelve o clock now four miles,twelve o clock now four miles,0.0
2244,time air six one,time air six one,0.0
2241,csa nine zero four,csa nine zero four,0.0
988,three one report established calibra four zero,three one report established calibra four zero,0.0
373,csa seven three one descend flight level nine zero call radar one one nine zero,csa seven three one descend flight level nine zero call radar one one nine zero,0.0
356,ok will be better vectors for runway one three turn right heading three one zero,ok will be better vectors for runway one three turn right heading three one zero,0.0
355,csa five six one,csa five six one,0.0
2263,austrian three three two papa descend to flight level three two zero,austrian three three two papa descend to flight level three two zero,0.0
354,lufthansa three alfa november climbing three two zero,lufthansa three alfa november climbing three two zero,0.0
2288,good bye,good bye,0.0
2287,csa eight zero three descend flight level one three zero,csa eight zero three descend flight level one three zero,0.0
2285,runway one three cleared for takeoff opera jet three hundred,runway one three cleared for takeoff opera jet three hundred,0.0
345,malev eight two zero tower continue approach runway three on,malev eight two zero tower continue approach runway three on,0.0
2283,one three three eight six zero bye bye,one three three eight six zero bye bye,0.0
2280,praha air berlin nine two six mike,praha air berlin nine two six mike,0.0
346,good day bye bye,good day bye bye,0.0
1083,three one alfa descend flight level three two zero any chance direct to mike alfa golf,three one alfa descend flight level three two zero any chance direct to mike alfa golf,0.0
350,csa four bravo echo line up runway three one lining up runway three one csa four bravo echo,csa four bravo echo line up runway three one lining up runway three one csa four bravo echo,0.0
2273,one three three three nine zero aero flot one two two good bye,one three three three nine zero aero flot one two two good bye,0.0
1084,one two seven one two five bye bye ryan air six,one two seven one two five bye bye ryan air six,0.0
2270,britair five nine zero bravo runway three one clear to land wind one eight zero degrees five knots,britair five nine zero bravo runway three one clear to land wind one eight zero degrees five knots,0.0
353,sky travel one zero three four stand two six push approved,sky travel one zero three four stand two six push approved,0.0
2266,air france two four eight two two four eight two continue,air france two four eight two two four eight two continue,0.0
2265,lufthansa zero three tango praha radar contact descend flight level two nine zero,lufthansa zero three tango praha radar contact descend flight level two nine zero,0.0
2237,lufthansa eight november echo contact praha radar one two zero decimal two seven five good,lufthansa eight november echo contact praha radar one two zero decimal two seven five good,0.0
