Sample,Ground Truth,Prediction,WER
817,right thanks,all right thanks,50.0
2408,holding short one three bline four zero victor,holding short one three echo behind for the victor,50.0
2108,bair zero five two el al five two one turn left heading one six zero cleared for ils one three,five two one one zero levelling one six zero clear for ils one three,50.0
989,correction six five nine,okay six five five,50.0
437,praha lufthansa seven seven papa two six zero climb flight level two eight zero,however high left hander seven one zero papa two six zero climb above level two eight zero,50.0
1215,air france one three two descend five thousand feet qnh one zero two three,flight level one three two descent five zulu echo romeo oscar feet qnh one zero two three,50.0
993,one nine zero seven five one good bye,oh nine zero zero five one goodbye,50.0
576,lufthansa six romeo xray climbing level one six zero on,november six oscar xray romeo alfa yankee climbing level one six zero on,50.0
1469,four charlie,fort charlie,50.0
2571,direct somis,direct,50.0
825,ok descend flight level seven zero,okay descent flight level of seven zero,50.0
1472,two eight six no speed proceed to lyxa,say two eight six no speed and proceed direct to lixa,50.0
1209,praha lufthansa six romeo whiskey good afternoon level three six zero on course babok,good afternoon level three five zero on course babak,50.0
2522,eight seven nine reaching level one one zero,eight seven nine no reaching one one one one one zero,50.0
2573,ups two seven four level three five zer,good morning roger ups two seven four level three five zero,50.0
2417,time air one six one two papa reduce one fifty or less,tamer six one two papa reduce one decimal five zero,50.0
777,in case you don t appreciate to descend to airspace class echo,in case you dont appreciate to listen to a space classical,50.0
1339,charlie c,charlie charlie,50.0
1747,descend flight level one,standby level one,50.0
2036,say again please speed bird four alfa c allright maintain flight level one three zero speed bird four alfa charlie there s a traffic below flight level one two zero,all right maintain flight level one three zero speed therefore for charlie theres traffic below flight level one two zero,50.0
499,alright speed is yours i ll call you for reducing,alright speedy jaws ill call you for reducing,50.0
1447,praha radar good evening,good evening,50.0
127,left three four zero and will call estab,left three four zero and roll call of one zero,50.0
2930,radar good morning sky travel one zero three four one thousand eight hundred climbing,alright thats good morning sky travel one zero three for one eight zero zero times,50.0
1749,two zero one radar radar contact,two zero one two zero one radar radar contact,50.0
768,ne zero one eight,one one zero one eight,50.0
977,csa five zero five report heading one one nine zero one one nine zero csa five,csa five zero five to report heading one nine zero to vegan,50.0
924,roger speed is yours,but your speed is yours,50.0
528,climb flight level three four zero three nine zero pepik expect three eight zero,kala fao three four zero nerika fao three nine zero pepic expect three eight zero gt,50.0
780,praha radar csa nine seven nine maintaining flight level two four zero inbound ma,csa nine zero seven niner nathan in flight level two four zero inbound,50.0
1746,cleared for takeoff runway three one,cleo poteco runway three one,50.0
2562,delta india kilo alfa hotel standby,delta in that kilo alpha hotel standby,50.0
382,then lima,and lima,50.0
2421,one four five three three four zero level,one four five three three four zero zero name of uh,50.0
843,one zero one nine jobair z,one zero one,50.0
2828,o kilo golf two zero five thank you,kirovol utah four three zero five thank you,50.0
1742,lufthansa seven kilo k,seven kilo kilo,50.0
1732,roger three sixty is approved on the ils one three bline eight hotel sierra,hatcher three six is approved on the ils one three beta and nasal first round,50.0
2842,s yankee lima seven zero nine descend flight level two nine zero we re cleared level two nine zero sierra yankee lima seven zero five,sierra enki lima seven zero nine distance flightable two nine zero zero enki lima nine zero two sierra enki lima seven zero five,48.0
2688,lufthansa six november whiskey contact praha one two seven decimal one two five good bye two seven one two five lufthansa six november whiskey bye,november six november contact praha one two seven decimal one two five good bye,48.0
1383,air france one nine eight two turn right heading one one zero right heading one one zero air france one nine eight two,air france one nine eight two turn right heading one one zero,47.83
198,five zero nine descend four thousand feet qnh one zero one nine and you may proceed visually to final of runway,charlie foxtrot one zero nine this is four zulu echo romeo oscar feet connection one zero one nine and you may proceed visually to final of runway,47.62
1390,lufthansa four juliett alfa climb flight level two six zero lufthansa four juliett alfa thank you climb level two six zero,lufthansa four two left alfa thank you climb level two six zero,47.62
748,easy eight three whiskey quebec good evening radar radar contact descend flight level one zero zero no speed restrictions,good evening radar contact this is flight one one zero zero no speed restrictions,47.37
2034,hotel bravo kilo golf yankee from november good afternoon next report breaking off a city circling three two one,otc good afternoon good afternoon next report breaking off for city circling three two,47.37
1688,praha good morning lufthansa six hotel xray level three three zero lufthansa six hotel xray praha hello radar contact,good morning left hand side six hotel xray level three three zero left hand side hotel xray level three radar contact,47.37
682,hotel bravo kilo papa echo two one zero degrees four knots runway two five cleared takeoff report november whiskey,hotel bambulo kilo papa eco two one zero degrees four knots runway two five cleared tango alfa kilo echo oscar foxtrot foxtrot report november whiskey,47.37
1178,five seven two praha good morning radar contact direct tango bravo victor direct to tango bravo victor martinair five,stadia five seven two bravo good morning radar contact direct tango bravo lictor direct tango bravo lictor my turn ill fly,47.37
1313,descend flight level one zero zero high speed direct papa romeo nine six two csa nine five,atc one zero zero high speed to direct papa ramon nine six two decimal three dino five,47.06
1377,csa seven six five turn left heading zero eight zero left heading zero eight zero csa seven,ccs seven six five turn left heading zero eight zero,47.06
789,sky travel six six one new qnh one zero one eight and are you loc established now,skaterlo six six one new guinea hotel one zero one eight and the area will be established now,47.06
1763,praha good afternoon air france one nine eight two airbus three twenty information papa descending flight level,good afternoon air force one nine eight two airbus three two zero permission papa visiting final,47.06
2686,csa seven whiskey india runway three one cleared for takeoff wind one eight zero degrees six knots,ccc seven biscayne air runway three one qifu to iqob in one eight zero degrees six knots nusselash,47.06
1964,papa golf yankee descend to four thousand feet cleared rnp approach one four report established final course,atc descend to four zulu echo romeo oscar feet cleared rmp approach one four report established final course,47.06
2140,correct and climb to flight level one six zero clear up level one six zero bye bye,correct and climb to flight level one six zero,47.06
510,climbing and we ll reach flight level three one zero now lima l tango nine zero one,climbing and well reach flight level three one zero now only my limit on the nine two one,47.06
1459,escending four thousand feet one zero one nine cleared ils one three csa seven three two three,ten thousand feet ten thousand feet ils one three css seven three two three,47.06
374,csa seven three one descend flight level nine zero call radar one one nine zero,csa seven three one this is flight level nine zero call radar bottom of nine zero whiskey eight november,46.67
1806,csa five zero five vacate via golf contact ruzyne ground one two one decimal nine,cessay five zero five vacate via g climb to cruising ground one two one decimal nine n n,46.67
1356,one three five decimal one three five lot three seven kilo good evening bye bye,one three five thats all one three five lost three thousand kilos good evening goodbye,46.67
868,praga radar hello aero flot two eight five approaching tusin flight level two four zero,roger deja vu airport two eight five position present flight level two four zero,46.67
2172,now left to climbing flight level one six zero czech holidays seven four two zero,now left the vojica climbing fly level one two zero achieve altitude alfa seven four two zero,46.67
645,csa six one nine present heading descend four thousand feet qnh one zero one eight,charlie three six one nine present heading descent four zulu echo romeo oscar feet qnh one zero one eight,46.67
2498,german wings two one four zero hello radar contact what is your requested final level,german wings two one four zero oreda contact whats your request at final above,46.67
657,lufthansa nine juliett charlie contact ruzyne tow ground one two one decimal nine bye bye,this is charlie contact runeta ground one two one bye bye,46.67
2549,smart wings one zero seven papa contact tower one one eight decimal one good bye,smart links one zero seven papa contact tower of on one eight zero similar line goodbye,46.67
1977,descending flight level one zero zero high speed approved check oscar csa three charlie zulu,descending cloud one zero zero high speed at through check off car csa three charlie blue,46.67
2901,sion two three runway two five next hotel november for three six five,november two three runway two five thanks for telling november four ship three six five,46.15
2059,swiss three four three papa contact rhein one three six four zero five,three four three papa alfa papa alfa contact train one three six four zero five ahoy,46.15
432,ive quebec out of two seven zero climbing two eight zero inbound pi,five charlie d out of two seven zero clapping two eight zero everybody,46.15
1158,csa four yankee alfa no speed limit at the moment proceed direct to,csc foreign key alpha no speed limit the moment proceed direct to armex,46.15
157,praha good day turkish one nine five five flight level three four zero,good evening theres shaw nine five five slide double three four zero,46.15
511,on board and startup approved to brusseles runway three one baltu two bravo,on board and thought of approving to brussels runway three one about to bravo,46.15
894,four quebec uniform passing two five three climbing two eight zero inbound donad,fork in the uniform passing two five three climbing two eight zero were in montana,46.15
2257,direct varik and squawk one four six one trans avia seven eight eight,like i can score one four six one two seven eight eight,46.15
1972,negative one two zero two seven five one two zero two seven five,negative one two zero two seven five,46.15
1596,csa eight two six radar radar contact climb flight level one four zero,who csa two csa area contact land flight level one four zero,46.15
341,good evening sky travel one zero three seven ruzyne tower runway one three,qnx quebec tango one zero three seven roger runway one three,46.15
2316,austrian seven one one zulu descend expedite through flight level one zero zero,austrian seven avana avana zwudisent expedite to flight level of one zero zero,46.15
16,csa six two three hold at eveni descend flight level one two zero,six six six two three hold that over me descent flight level one two zero,46.15
2902,csa seven three zero roger so you may vacate via papa or golf,this is andrea orocher so you may locate via papa or golf,46.15
622,warsaw one two zero nine five zero thai nine three one bye bye,ill call for one two zero decimal nine five zero tie a nine three one bye bye,46.15
2142,csa three delta lima contact radar one one eight decimal three seven five,csa three alfa contact radar one one eight decimal three seven five pick me to chair,46.15
2906,csa eight zero five contact praha one two seven decimal one two five,charlie charlie alfa zero five contact praha one two seven decimal one two five in official know,46.15
134,ruzyne tower trans europe four two one dobry vecer establish localizer two four,cessna tower climb zero four two one dominant chair established localizer two four,46.15
865,csa nine seven four radar radar contact climb to flight level eight zero,williams youre standing on some forward radar radar contact climb to flight level eight zero,46.15
2380,fl two seven zero vemut quality seven nine hotel god morning radar contact,flight level two seven zero very much quality seven nine hotel traha good morning radar contact,46.15
1027,good morning break shamrock six four five now line up runway three one and cleared for takeoff wind one two zero degrees five knots,good morning break shamrock six four five now line up on way three one and scream for tango alfa kilo echo oscar foxtrot foxtrot in one two zero degrees five knots,45.83
240,reducing one five zero to four and continue csa three foxtrot,radio sync one five zero two four and continue csc three four,45.45
2075,left heading zero four five descending flight level nine zero changi,zero four five standing by level nine zero changing,45.45
674,standing bye air france one nine eight three r thank you,nabar you have fans one nine eight three romeo thank you,45.45
285,hotel hotel victor taxi is approved thank you sir bonne soiree,matero television taxi is approved thank you sir bon soir,45.45
2587,one three two one five five thank you six kilo yankee,one two two one five thank you,45.45
1768,germania seven six four five hello radar contact descend flight level,get my nasa on six four five hello radar contact descent flight level,45.45
1652,climbing flight level three four zero wizz air four bravo papa,climb faith level three four zero with airport bravo papa,45.45
2601,to bratislava one three four four seven five five one zero,cenotep bratislava one two four four one zero five atlanta five one zero,45.45
929,qatari six tango papa heavy sydney tower good day continue approach,katari six tango have a happy sydney shower good day continue approach,45.45
1312,descending flight level seven zero air france two four eight two,sending a flight level of seven zero after two four eight two,45.45
2166,praha hello lufthansa two alfa foxtrot flight level three one zero,hello lufthansa two i pop off at level three one zero,45.45
161,swiss four nine nine charlie any chance for early right turn,this is four nine zero nine zero charlie any chance for an early right turn,45.45
1898,current information romeo qnh one zero two two high speed approved,correct information that im a qlh one zero two two high speed approved,45.45
850,descending flight level two nine zero turkish one seven six seven,detailing flight level two nine roger ciao one two one six seven,45.45
2759,cleared to land runway one six five qjet fifteen zero four,cleared land runway one six five quebec juliett one five zero four,45.45
640,one two seven decimal five seven five csa nine zero five,one two seven four five seven five,45.45
500,seven six four radar contact climb flight level one six ze,seven six four whiskey hotel radar contact line fly level one six zero,45.45
1384,sky travel six six one turn left heading one six zero,scado six six one to the left heading vama six zero,45.45
813,runway three one cleared to land top jet two zero two,runway three one atc of the two zero two,45.45
577,five two two squawking one four seven four climbing flight level,survive jet two squawking one four seven four time of flight eight,45.45
202,lufthansa nine lima charlie line up runway three one and wait,one zero nine lima charlie line up runway three zero eight,45.45
2241,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero one zero two three,auto five two one nine two descending five two one seven zero radar heading zero nine zero kilo on the board one zero two three,45.45
1454,ans swiss four seven two echo high speed approved thank you,transfers four seven to the core high speed approved thank you,45.45
814,turkish one five two seven praha radar contact proceed direct rapet,turkey one five two seven praha to breda and radar contact proceed direct rapid,45.45
1568,one three three three nine zero gemran wings eight november xray,one three three three nine zero,45.45
1318,lufthansa two echo kilo hello climb flight level three four zero,cessna two echo hello climbing cessna three four zero,45.45
1323,oscar yankee sierra golf charlie praha radar good evening radar contact,oscar yenkes sierra gough charlie brown rita good evening rita contact,45.45
24,radar hello sky three one three maintain level three four zero,sky three one three maintaining go three four zero lalas,45.45
1302,one three four four four zero croatian four eight one bye,one three four four four zero correct wait mama,45.45
1913,praha radar good day lufthansa seven seven yankee passing flight level three zero three climbing three one zero inbound vemut,radio good day lufthansa seven seven yankee starting for level three zero three climbing charlie one zero in one bravo munchen,45.0
1388,sky travel one zero three one descend flight level nine zero and turn left to papa romeo nine six zero,skytrol one zero three decimal nine zero skytrol nine zero and turn left to paparomo nine zero six zero,45.0
662,praha csa four nine three flight level two three four descend flight level one seven zero information november qnh one,parahara over to the ncsa four nine three flight level two three four descent flight zero one seven zero information november qnh one seven zero,45.0
1406,one four echo e praha good afternoon radar contact descend flight level three one zero level by lanux,dream team good afternoon radar contact distance light level three one zero level by lanuc,44.44
2148,emirates one four zero climb flight level one s,one zero eight one four zero climb flight level one,44.44
2559,request level three eight zero lot three four three,request level three eight zero prequel six,44.44
2379,csa three charlie zulu radar radar contact descend flight level one zero zero high speed approved and oscar,hello this is richard from radaria contact descent flight level one zero zero high speed approved and toscar,44.44
625,iberia three eight zero eight proceed lima delta zulu,iberia three eight zero eight proceed to the model to zulu,44.44
2751,radar hello lufthansa seven eight two level two nine,radar load of foxtrot seven alfa two level two nine,44.44
2814,roger maintaining one seven five vectors for the ils runway three one nor shuttle three five eight zero,right turning one seven five vectors four zero zero dls runway three one now shuttle three five eight sir,44.44
1929,csa three seven alfa line up runway three one,csa three seven alfa lima papa hotel alfa line up runway three one,44.44
632,roger confirm midland seven seven four decimal eight three,asking for london and seven seven four decimal eight three,44.44
2162,one four five six is on seven eight mike,one four five six is on us chan three seven eight one,44.44
547,navigator three seven two proceed to charlie zulu echo,alligator three seven two proceed to charlies work,44.44
1391,csa seven five nine descend flight level six zero,susie seven five nine of itself lateral six zero,44.44
1397,thank you present heading austrian three zero seven zulu,thank you present at ingalls november three zero seven sierra,44.44
2222,roger three one three descend flight level eight zero,were generally adjusting three one three descent flight level eight zero,44.44
905,right heading two three zero nor shuttle one fi,right heading two three seven on level one five,44.44
879,descend four thousand feet qnh one zero one eight cleared ils approach runway one three wizz air four,one zero four thats v canadian one zero one eight cleared ils approach runway one three were there for,44.44
2536,level one six zero easy six eight kilo papa,and level one six zero six eight kilometer,44.44
2224,austrian nine two charlie victor praha radar contact standby,afternoon this is charlie victor praha robreda radar contact standby,44.44
890,ok line up runway three one csa seven nine,okay line up delta one dsa seven nine,44.44
2904,csa three zero three radar contact descend flight level one zero zero to final approach fix three one,charlie charlie three zero three to breda radar contact descent flight level one zero zero tucson approach six three one,44.44
1776,air france three nine three victor hello to call behind the next one by ready in one minute,first of all victor how to go behind the next one be ready in one minute,44.44
1207,praha reach nine seven four level two nine zero,ill reach nine seven four level two nine zero two thats smooth,44.44
2120,oscar bravo foxtrot descend flight level one three zero,scarborough folks distance flight level one three zero,44.44
1852,one two seven four two five seven nine hotel,one two seven decimal four two five seven nine zero one zero,44.44
722,present heading vectoring three one csa seven two seven,president you are storing three one csa seven two seven,44.44
2711,praha radar good day lufthansa six juliett alfa pa,carl radar good day lufthansa six street ifa,44.44
1080,prague radar good day aero flot two six five,para carreira good day rfo two six five,44.44
487,csa seven seven three radar radar contact descend to flight level one zero zero information november,asi say seven seven three radar wdln radar contact december five one zero zero information november,43.75
6,oman air one one three contact munich one three two decimal one five five good morning,one one zero one one one three contact minch from one three two decimal one five five good morn,43.75
1062,wizz air five hundred descend flight level nine zero and reduce to two three zero knots,bravo zulu five zero zero its descent flight level nine zero and reduced to two three zero knots,43.75
1702,n two six nine six sierra descend flight level eight zero intercept localizer runway three one,nine two six nine nine six sierra descent flight level eight zero intercept or collision im eight three one,43.75
2243,h romeo november five one one praha hello radar contact climb flight level two four zero,hotel romeo november five one one palo alto radar conflict on palo alto two four zero,43.75
183,descend four thousand feet qnh one zero one eight cleared for ils approach runway three one,descend four zulu echo romeo oscar feet knh one zero one eight clear for las approach runway three one,43.75
1242,csa eight two nine vacate to the left contact ruzyne ground one two one point nine,csa two nine vacate to the last contact through the nigram at one decimal nine,43.75
1676,bline six one golf contact praha radar one two zero decimal two seven five good bye,bravo lima india november echo six one golf contact praha radar one two zero decimal two seven five goodbye,43.75
1894,csa zero two seven radar radar contact descend to flight level one zero zero information romeo,cca zero two seven eight romeo will be which radar contact recent to flight level one zero zero information romeo,43.75
416,f air zero zero six contact bratislava one three four decimal four seven five good by,cessna zero zero six contact bratislava papa eight four thats number four seven five good bye,43.75
1736,lufthansa five yankee victor contact ruzyne ground one two one decimal nine bye bye,for more information contact drusnik ground one two one december nine bye bye,42.86
1470,heading two seven zero el al five,heading two seven zero were all set,42.86
440,eight two sierra lima contact praha radar one two seven decimal eight two five,a context to radar one two seven decimal eight two five,42.86
34,maintain heading with the free free sp,maintain heading with free,42.86
2820,austrian three two three golf hello radar contact climb flight level three three zero,austin three two three go hello regal contact com five over three three zero,42.86
1448,csa two seven zero praha radar contact climb to flight level three four zero,csa two seven zero praha good evening radio contact canto flandasvel three four zero,42.86
2186,from present direct to final approach fix runway three one csa nine two one,represent direct to final approach six three one csa nine two one youre clear,42.86
1244,klm one eight three nine contact praha one two seven decimal one two five,okay on yankee three nine contact taha one two seven decimal one two five to change,42.86
2381,delta charlie bravo alfa yankee calling praha,delta charlie bravo thank you calling prayer,42.86
1988,romeo golf cotinue heading expect right tu,final golf continue heading expect right there,42.86
436,and klm seven three whiskey reduce speed one six zero knots till four dme,alkalim seven three whiskey regular speed one six zero knots til four zero echo,42.86
473,direct to voz csa nine seven four,direct to vojitsa csa nine seven four new gain,42.86
2008,lufthansa two kilo victor descend flight level three zero zero to reach by rapet,granza two kv distance flight level three zero zero to reach biropat,42.86
606,good morning austrian seven zero three ruzyne tower continue approach speed one six zero knots till four miles final departures ahead,good morning austrian seven zero three youre with us continue approach speed one six zero knots so for mass time departure is ahead,42.86
492,hello easy five four nine seven main,hello echo bravo five four nine seven,42.86
2105,lot five romeo whiskey ready for departure,november five romeo is clear ready for departure,42.86
504,lufthansa four uniform alfa praha radar contact,vansa four uniform alpha praha hawaii radar contact,42.86
502,high speed approved emirates one three nine,high speed approach difference one two nine,42.86
162,lufthansa eight juliett echo climb flight level three three zero we have a request,delta eight two at echo time delta three three zero we have a request,42.86
1698,good morning climbing flight level two three zero requesting flight level two five zero,good morning climate is at two three zero regression is at two five zero,42.86
2441,aero flot one four four fully ready,ive got one four four pulley ready,42.86
1917,climbing three one zero austrian seven one,three one zero one zero seven one,42.86
1556,descend two nine zero austrian three two,descent two nine zero alten three two zero,42.86
1569,three two one five five bye bye,three two one five five four go away bye bye,42.86
2608,prague if possible request proceed direct to,it is possible to request proceed direct to,42.86
272,lufthansa one papa kilo proceed direct agava,london seven papa proceed direct agava,42.86
508,moladava eight six three praha radar contact descend to flight level three two zero,moldova eight six three praha to bredano radar contact descent to flyover three two zero,42.86
1842,five degrees left for vectoring ils one,five degrees left four vectoring i was one,42.86
1838,one two seven decimal one two five,one two seven december one two five ahoy skatehead,42.86
1141,aerosvit two zero nine proceed direct to kenok then intercept localizer runway three one,aerosuit two zero nine proceed direct to kilo november oscar golf then intercept localize runway three one,42.86
2447,and level four zero zero on the,at level four zero zero under,42.86
1147,csa three zero three own navigation to,csa three zero three im on navigation to blasim,42.86
2047,ree three seven three is comming down,two three seven three skylers down,42.86
2057,praha lot three one five request level,pahalot three one five to request level,42.86
877,austrian one seven five juliett hello radar contact climb flight level three four zero,auf wiederseld five juliet radar contact climb flight level three four zero four,42.86
210,continue heading three three zero to inter,continue heading three three here tim,42.86
2643,klm one eight four zero hello radar contact climb flight level three four zero,klm one eight four zero hurry that context on five over three four zero,42.86
428,four three descend flight level one hundred descent rate two thousand feet or greater,one zero four three descent flight level one zero zero descent radar two thousand feet or greater,42.86
2079,praha good morning seven four nine leve,good morning cargadoc seven four nine,42.86
399,four two six redue two by five,vorto six radio two by five,42.86
1848,czech holiday seven four two zero roger,check out alfa seven four two zero roger,42.86
2644,sun turk quebec sierra descend to flight level seven zero expect clearance four airwork about three miles before oskup,atc descend to flight level seven zero expect clearance for air work about three miles before oscu,42.11
1346,tower dobre dopoledne ryan air one juliett uniform becoming fully established ils runway two four speed maximum one eighty,tabras dioprero polonnare romeo one juliet uniform becoming fully established ils runway two four speed maximum one eight zero,42.11
1333,smudlings one zero seven papa praha morning radar contact descend flight level one three zero follow vlm one romeo,map links one zero seven papa papa morning radar contact descent far level one three zero follow blasheem under omeo,42.11
626,break break easy three zero six five left turn one six zero cleared for ils approach runway one three,check brake brake is it three zero six five left turn one six zero cleared for acceleration on wave one three,42.11
2246,qnh one zero two two continue down to flight level one three zero sierra delta mike two two one,cne one zero two two is continued on to flight one three zero zero to the mike two two one,42.11
975,ryan air nine one seven three contact praha one three four decimal,araina nine one seven three contact prahaman three four one,41.67
316,lufthansa seven charlie lima descend flight level three two zero due traffic,london seven charlie lemar is en route three two zero due traffic,41.67
617,wizz air five seven zero contact ground one two one nine bye,victor zerofive seven zero contact ground one two zero decimal nine bye,41.67
1463,continue down flight level one three zero with oscar csa five one,ill continue down for low one three zero with oscar csa seven,41.67
2137,one two seven eight two five qality eight nine sierra bye bye,one two seven decimal eight two five good day nancy al bye bye,41.67
2055,lufthansa seven two seven understand direct to landu correct o thank you,lufthansa sempresem understand direct to london correct oh thank you,41.67
1685,klm one three five one descend five thousand feet qnh one zero two three continue present heading vectoring for ils approach runway three one,kava three one descend five zulu echo romeo oscar feet qnh one zero two three continue present heading vector in kalas approach runway three one,41.67
1090,cerno three one zero or above air berlin two two zero zero,cessna three one zero bravo babylon two two zero zero,41.67
322,qnh one zero one seven runway two five wilco hotel echo xray,jnh one zero one seven runway two five windco hot telecoil,41.67
36,praha good evening swiss one three five three flight level three hundred,good evening this is one three five three flight level three zero zero,41.67
2020,nor shuttle one five zero two turn right heading two three zero,north chapel one five zero two one zero by heading two three zero,41.67
2154,ok cleared to takeoff one three easy three eight papa golf bye,okay could you takeoff one three easy three eight five oclock bye,41.67
2545,aero flot two seven three praha good day radar contact direct mikov,rfo two seven three praha gureye radar contact direct nikov,41.67
2188,one two stand time two six sky travel one zero three four,cessna two cessna two six cessna one zero three four,41.67
2459,ruzyne tower csa one delta zulu dobry podvecer established localizer two four,russian tower csa one delta zulu ready for venture establish localizer two four,41.67
2682,hotel golf papa make a one eighty stay clear of the runway taxi to holding point foxtrot,papa make a one eight zero cleared off the runway taxi to holding point foxrot,41.18
1365,britair nine zero four charlie praha radar contact climb flight level one six zero no speed limit,bonjour brita nondio for charlie praha radar contact cloud flight level one six zero on all speed limit,41.18
933,easy eight three whiskey golf turn left heading zero six zero vectoring for ils runway one three,is ape to skip goals stand left heading zero six zero vectoring four ils runway one three,41.18
2529,sky travel one zero one one praha radar hello radar contact descend flight level one zero zero,schindler one zero one one to harina harina contact traditional flight level one zero zero,41.18
881,praha radar csa six bravo charlie flight level one eight nine descending flight level one seven ze,braha radar brana csa six braha charlie flight one one eight nine youre descending flight one one seven zero,41.18
9,leaving flight level three one zero for flight level two nine zero lot four one two six,blue is mat level three one zero from mat level two nine zero cleared for one two six,41.18
2341,air france one three two contact ground one two one nine good bye one two one decimal,foxtrot one one three two contact ground one two one good bye,41.18
169,csa five four four runway one three clear to takeoff wind zero two zero degrees four knots,charlie charlie five four four runway one three cleared to takeoff in zero two zero degrees four knots on fishing hole,41.18
1979,five two one contact ruzyne ground one two one decimal nine bye bye one two one ni,zero five two one contact burzine ground one two one december nine bye bye,41.18
1604,lufthansa two victor charlie turn right heading one zero zero cleared for ils approach runway one three,monza two victor czarny to the right heading to vano zero zero clear for ils approach runway one three,41.18
1143,lufthansa three alfa november descend flight level three zero zero lufthan three alfa november descending three hundred,lufthansa three alfa descend five left three zero zero lufthansa three alfa descending three zero zero,41.18
2509,air france two three four zero do you have any report of turbulence at three six zero,you have any report of turbulence at three six zero,41.18
586,csa two mike delta climb to flight level one zero zero and turn right with right turn resume own navigation to cerno,csa to my delta climb to flight level one zero zero and then right this flight time is on navigation to channel,40.91
1875,csa seven six five reduce speed one six zero knots till four miles final contact ruzyne tower one one eight decimal one,charlie three seven six five three uniform speed one six zero knots still four miles final contact cruisina tower one one eight decimal one pick me then,40.91
2466,golf good evening radar contact,good evening radar radar contact,40.0
1805,control bline seven zero victor any altitude restriction over ra,charlie lancer zero victor any altitude restriction over,40.0
1915,lufthansa nine kilo yankee turn right heading one zero zero,lufthansa nine kilo inky one zero left heading one zero zero,40.0
1823,csa six eight eight ready,tabarda bredan csa six eight eight ready,40.0
1918,three three three nine zero austrian one seven five juliett,three three three nine zero charlie november one seven five juliet five,40.0
2512,cleared to land one six right jetstar seven sixty one,willand one six right jetstar seven six one,40.0
1919,german wings seven papa contact ruzyne ground one two one decimal nine good bye german wings seven papa to one two one nine bye bye,jetwing seven papa contact rosina ground one two one decimal nine goodbye jetwing seven papa two one decimal nine bye bye,40.0
2053,air france two zero four seven direct oscar kilo golf,air france two zero four seven daracos krakow one two,40.0
1996,two zero seven descend to flight level two nine zero,pilot on two zero seven descent flight level two nine zero,40.0
819,csa seven three two zero,complete ncc seven three two zero,40.0
782,praha radar csa two seven zero passing flight level two six three climbing flight level two eight zero direct miksa,radar csa two seven zero debris lecture passing one one two six three climbing forward two eight zero direct lixa,40.0
2451,takeoff runway two four csa,take over runway two four csa,40.0
1818,siberia eight nine eight praha,seven eight nine eight braham,40.0
1860,one seven zero and descend,one seven zero in descent,40.0
1831,klm one three five zero,german three five zero,40.0
496,decimal eight delta lima bravo,decimal eight go to lima bravo,40.0
2746,seven seven zero good night,seven zero seven zero good day,40.0
1353,one two zero two seven five csa two mike zulu,one two zero decimal two seven five maho acsa two mike zero,40.0
2265,heading two nine zero zero,ready two nine zero,40.0
189,vinair one zero bravo praha radar good evening radar contact,venerable zero bravo praha reda good evening reda contact,40.0
1600,one two nine aero flot,one two nine airport,40.0
2701,csa seven seven three contact tower one one eight one,this is seven seven three contact tower one one eight one to begin,40.0
1098,one three six four zero air france zero two papa,one three six four zero two four zero two four one,40.0
2694,one one eight three seven five csa five zero eight,nine one eight three seven five csa five zero eight always clear alright,40.0
1623,we are becoming established yes,were becoming established yes,40.0
2678,vista jet four six seven,mr zulu four six seven,40.0
1641,lufthansa two hotel tango turn left heading three six zero,bonjour tu votre tengo turn left heading three six zero,40.0
2897,ree nine zero good bye,nine two good bye,40.0
1284,lufthansa three alfa november pro,lufthansa three alpha november proceed,40.0
252,two zero zero knots or less one seven eight two,two zero zero zero romeo eight one seven eight,40.0
1292,hotel bravo three zero four nine sion tower good afternoon,november three zero four nine chantaro good afternoon,40.0
1368,sierra echo lima victor oscar praha radar hello radar contact,i call victor oscar for radar hello radar contact,40.0
670,request flight level three two zero if avialable affirm climb flight level three two zero,request slide level three two zero is available frm console level three two zero,40.0
1112,seven zero three good bye,charlie three good bye,40.0
1118,lufthansa six tango romeo climb flight level three three zero,lufthansa one six goromo come flight level three three zero,40.0
1558,speed one two four xray,stupid one two four extreme,40.0
1455,praha radar radar contact descend flight level one three zero high speed approved information quebec,baharicom take descent flight over one three zero high speed approved information quebec,40.0
2,climb flight level one six zero emirates one four zero,five four elbow one six zero enbridge one four zero,40.0
2810,oscar kilo mike charlie charlie runway two seven cleared for low approach wind three two zero degrees five knots after low approach continue straight ahead climb to three thousand feet,atc runway two seven cleared for low approach wind three two zero degrees five knots after low approach continuous dry head climb to three zulu echo romeo oscar feet,40.0
1479,papa romeo nine six two direct csa four eight one,were going to paparazzo nine six two direct csa four eight one,40.0
2822,russia two two one cleared for ils approach three one report localizer established ok cleared,two two one quebec four ils approach runway three one radar localizer established ok good,40.0
2808,long approach hotel papa bravo,long approach hotel baba baba,40.0
1487,oscar echo mike echo papa praha radar radar contact contact,ascalco macaco papa praha radar radar contact contact,40.0
2775,easy four nine six pa,four nine six,40.0
2750,seven four two one descend flight level two nine zero,check for alfa seven four two one descent flight level two nine zero,40.0
572,lufthansa six romeo xray turn left heading two nine five,lufthansa six remo xray romeo alfa yankee turn left heading two nine five,40.0
