Sample,Ground Truth,Prediction,WER
1224,csa four two zero after passing ten dme proceed to dixa,csa four two zero after passing ten dme proceed to riksa,9.09
1227,delta charlie victor hotel alfa descending flight level two nine zero,radar charlie victor hotel alfa descending flight level two nine zero,9.09
1133,continue present heading for sequence cancel holding csa nine two seven,continue present heading vectoring for sequence cancel holding csa nine two seven,9.09
262,air france two four eight two continue present heading and you are crossed localizer be established from the left side for you extansion,air france two four eight two continue present heading and you are cross localizer be established from the left side for your extansion,8.7
1023,csa six two two line up runway three one and wait you will be number two for departure number one atr romeo interesction,csa six two two line up runway three one and wait here will be number two for departure number one atr romeo intersection,8.7
2390,bline six bravo november praha radar hello radar contact descend flight level one one zero descending flight level one one zero bline six bravo,beline six bravo november praha radar hello radar contact descend flight level one one zero descending flight level one one zero beline six bravo,8.33
2137,one two seven eight two five qality eight nine sierra bye bye,one two seven eight two five quality eight nine sierra bye bye,8.33
1992,zyne tower csa five three seven established ils approach runway one three,ruzyne tower csa five three seven established ils approach runway one three,8.33
1056,one four five seven and proceeding to varik jat two seven two,one four five seven and proceeding to varik yet two seven two,8.33
196,four five passing one thousand six hundred to five thousand feet baltu,four five passing one thousand six hundred for five thousand feet baltu,8.33
2118,one three three two eight five ethiopian seven zero two bye bye,one three three two eight five india seven zero two bye bye,8.33
608,hotel bravo sierra golf romeo bern tower into control by route november join mid left downwind runway one four qnh one zero two seven,hotel bravo sierra golf romeo bern tower enter control via route november join mid left downwind runway one four qnh one zero two seven,8.33
1228,descend flight level seven zero seven zero two six nine six zero,descend flight level seven zero seven zero two six nine six sierra,8.33
2417,time air one six one two papa reduce one fifty or less,time air six one two papa reduce one fifty or less,8.33
974,csa nine six six voz direct climb flight level one four zero,csa nine six six roger direct climb flight level one four zero,8.33
1009,hotel bravo charlie juliett bern tower traffic single engined just departed runway one four outbound route sierra opposite and to compose my route sierra to join right downwind runway one four qnh one zero two seven,hotel bravo charlie juliett bern tower traffic single engine just departed runway one four outbound route sierra opposite and to control standby route sierra to join right downwind runway one four qnh one zero two seven,8.33
1035,nsa seven juliett whiskey flight level three one zero inbound to vemut,lufthansa seven juliett whiskey flight level three one zero inbound to vemut,8.33
975,ryan air nine one seven three contact praha one three four decimal,ryan air nine one seven three contact praha one three four decimal f,8.33
617,wizz air five seven zero contact ground one two one nine bye,wizz air five seven zero contact ground one two nine bye,8.33
2250,qality nine one romeo turn right heading two seven zero radar departure,quality nine one romeo turn right heading two seven zero radar departure,8.33
225,descend flight level one three zero high speed approved csa five vi,descend flight level one three zero high speed approved csa five ei,8.33
2330,lufthansa seven five two one three three three nine zero good bye,lufthansa seven one two one three three three nine zero good bye,8.33
1013,hotel delta lima contact apron one two one decimal eight five five,hotel alfa lima contact apron one two one decimal eight five five,8.33
1952,we cleared to land runway one three sky travel nine five juliett,cleared to land runway one three sky travel nine five juliett,8.33
178,praha sierra victor oscar any chance for shortcut direct hotel delta os,praha sierra victor oscar any chance for shortcut direct hotel delta oscar,8.33
1083,csa seven three charlie left and ground one two one point nine,csa seven three charlie left and ground one two one decimal nine,8.33
991,csa four nine five praha radar radar contact descend flight level one,csa four nine five praha radar radar contact descend flight level one thr,8.33
928,csa nine one seven radar contact descend flight level two nine zero,csa nine one seven ahoj radar contact descend flight level two nine zero,8.33
543,jobair zero eighty one contact radar one one eight three seven five,jobair zero eighty one contact radar one one eight decimal three seven five,8.33
643,one three three three nine zero with the heading six one eight,one three three three nine zero for the heading six one eight,8.33
377,one two one nine finn air seven one four whiskey bye bye,one two one nine finn air seven one five whiskey bye bye,8.33
2699,ok we will climb initially three thousand feet csa nine zero four,ok we ll climb initially three thousand feet csa nine zero four,8.33
423,csa three mike zulu runway one three cleared for takeoff wind calm,csa two mike zulu runway one three cleared for takeoff wind calm,8.33
1638,one six right cleared to land and understood qantas four ninety eight,one six right cleared to land and understood qantas four nine eight,8.33
885,radar good evening beline five three delta level three two zero tomti,radar good evening bline five three delta level three two zero tomti,8.33
2641,praha good evening lufthansa nine eight hotel approach level two eight zero,praha good evening lufthansa nine eight hotel report level two eight zero,8.33
537,radar good evening iberia three eight one one level three four zero,praha good evening iberia three eight one one level three four zero,8.33
123,contract two lima golf descend four thousand feet cleared ils three one,contract two romeo golf descend four thousand feet cleared ils three one,8.33
101,fly nicky eight four nine zero climb flight level three six zero,fly niki eight four nine zero climb flight level three six zero,8.33
108,wizz air five nine one runway three one cleared for takeoff wi,wizz air five nine one runway three one cleared for takeoff,8.33
2727,via two two line up three one klm one three five two,via two two line up three one klm one three nine two,8.33
1585,lufthansa six tango uniform contact munich one three one zero five fi,lufthansa six tango uniform contact munich one three one zero five five,8.33
1634,left heading three four zero we are cleared ils runway three one,left heading three four zero we are clear ils runway three one,8.33
1628,is climbing flight level one six zero radar heading two seven zero,climbing flight level one six zero radar heading two seven zero,8.33
1475,tower csa nine one six holding point three one ready for depar,tower csa nine one six holding point three one ready for depa,8.33
28,proceed two one zero radar departure trun right heading three six zero,proceed two one zero radar departure turn right heading three six zero,8.33
2888,line up runway three one and wait at number two csa eight,line up runway three one and wait at number two csa eight one,8.33
1463,continue down flight level one three zero with oscar csa five one,continue down flight level one three zero with oscar csa five one zer,8.33
647,praha hello lufthansa eight romeo yankee level three one zero inbound ledva,praha hello lufthansa eight romeo yankee level three one zero inbound letpa,8.33
893,right heading one zero zero cleared ils one three beline eight hotel sierra,right heading one zero zero cleared ils one three bline eight hotel sierra,7.69
1779,praha radar hello lufthansa six seven papa maintaning flight level three one zero,praha radar hello lufthansa six seven papa maintain flight level three one zero,7.69
1908,o nine zero and contact praha one three five decimal one three five,nine zero and contact praha one three five decimal one three five,7.69
159,lufthansa six hotel xray when ready descend flight level two five zero cro,lufthansa six hotel xray when ready descend flight level two five zero cro...,7.69
1967,three three three nine zero air france two three four seven good bye,three three three nine zero air france two three four seven bye,7.69
1775,india juliett report hotel sierra or golf sierra qnh one zero one seven,ruzyne juliett report hotel sierra or golf sierra qnh one zero one seven,7.69
2488,praha good day klm one eight seven five maintain level three five zero,praha good day klm one nine seven five maintain level three five zero,7.69
2487,lufthansa two kilo victor contact munich one three two decimal one five five,lufthansa two kilo victor contact munchen one three two decimal one five five,7.69
2484,h sierra four contact praha one two seven one two five good bye,hotel sierra four contact praha one two seven one two five good bye,7.69
718,lufthansa eight mike m contact rhein one three six four zero five go,lufthansa eight mike m contact rhein one three six four zero five goo,7.69
622,warsaw one two zero nine five zero thai nine three one bye bye,alfa one two zero nine five zero thai nine three one bye bye,7.69
1748,csa nine seven six contact radar one two seven decimal eight two five,csa nine seven six contact radar one two seven decimal eight two five and,7.69
446,malaisian six contact munich one three two point one five five good by,malaisian six contact munich one three two point one five five good bye,7.69
450,praha radar good afternoon swiss one three four nine flight level three four,praha radar good afternoon swiss four three four nine flight level three four,7.69
2003,alitalia four nine one contact vienna one three four decimal four four zero,alitalia four nine one contact wien one three four decimal four four zero,7.69
2297,roger thank you and the turbulence are in the western part at flight level three four zero only so give me information if you have any,roger thank you and the turbolence was in the western part at flight level three four zero only so give me information if you have any,7.69
728,air france one nine eight romeo to hold short of runway two four,air france one nine eight romeo zulu hold short of runway two four,7.69
623,helicopter approaching airfield from the north not crossing axis of runway three one,The helicopter approaching airfield from the north not crossing axis of runway three one,7.69
1326,wizz air four xray zulu descend four thousand qnh one zero two one,wizz air four xray zulu descend four thousand feet qnh one zero two one,7.69
639,praha good evening speed bird one five flight level three three zero reaching,praha good evening speed bird one five flight level three three zero routing,7.69
1464,praha good evening finn air seven six eight juliett passing level two six,praha good evening finn air seven six eight juliett passing level two six zer,7.69
420,one two seven one two five nor shuttle one six three two bye,one two seven one two five nor shuttle one three three two bye,7.69
1077,seven two seven contact munchen one three two five five zero good day,seven two seven contact munich one three two five five zero good day,7.69
2528,aero flot one two four good evening radar contact i ll call you,aero flot one two four good evening radar contact i call you,7.69
2281,runway three one cleared to land wind two one zero degrees four knots,runway three one clear to land wind two one zero degrees four knots,7.69
16,csa six two three hold at eveni descend flight level one two zero,csa six two three hold at evemi descend flight level one two zero,7.69
676,lot three one five contact vienna one three four decimal four four zero,lot three one five contact wien one three four decimal four four zero,7.69
1602,one three five decimal one three five ni eight nine seven good day,one three five decimal one three five siberia eight nine seven good day,7.69
1596,csa eight two six radar radar contact climb flight level one four zero,csa two six radar radar contact climb flight level one four zero,7.69
2917,loadmaster eight six four three praha good morning radar contact proceed to pepik,lot eight six four three praha good morning radar contact proceed to pepik,7.69
1591,csa seven alfa juliett turn right heading three zero zero for sho sequence,csa seven alfa juliett turn right heading three zero zero for sequence,7.69
2054,praha fraction eight six victor correction six victor lima passing flight level two,praha correction eight six victor correction six victor lima passing flight level two,7.69
1205,jobair zero five one papa runway three one cleared to land wind calm,jobair zero five one papa runway three one clear to land wind calm,7.69
1562,lot three nine seven contact munchen one three two decimal one five five,lot three nine seven contact munich one three two decimal one five five,7.69
1909,russia two two one descend four thousand feet qnh one zero two two,two two one descend four thousand feet qnh one zero two two,7.69
157,praha good day turkish one nine five five flight level three four zero,praha good evening turkish one nine five five flight level three four zero,7.69
145,air malta five three eight radar hello radar contact after maintain high speed,air malta five three eight radar hello radar contact affirmative maintain high speed,7.69
2316,austrian seven one one zulu descend expedite through flight level one zero zero,austrian seven one one zulu descend expedite to flight level one zero zero,7.69
379,four one six four contact bratislava one two five decimal nine six five,one six four contact bratislava one two five decimal nine six five,7.69
1895,bee air one four zero reduce speed two five zero knots or less,b air one four zero reduce speed two five zero knots or less,7.69
365,squak one four six six direct to pepik dynasty six four zero six,squawk one four six six direct to pepik dynasty six four zero six,7.69
118,praha radar sky travel eight two four climbing flight level one six zero,praha radar sky travel eight two four climbing level one six zero,7.69
1116,copy seven seven taxi on zulu and bravo hold short runway one six,heli seven seven taxi on zulu and bravo hold short runway one six,7.69
1947,austrian five two hotel juliett level three five zero standing by for descent,austrian five two hotel juliett level three five zero standing by for descend,7.69
798,ukraine international four zero one contact munich one three two decimal one five five good bye to one three two one five five good bye four zero,ukraine international four zero one contact munich one three two decimal one five five good bye one three two one five five good bye four zero one,7.41
2315,swiss one nine seven tower guten morgen wind zero eight zero degrees one two knots gusting one nine runway one four cleared to land vacate hotel two,swiss one nine seven tower good morning wind zero eight zero degrees one two knots gusting one nine runway one four cleared to land vacate hotel two,7.41
2356,cimber five three zero descend flight level two nine zero rate two thousand minimu,cimber five three zero descend flight level two nine zero rate two thousand minimum,7.14
440,eight two sierra lima contact praha radar one two seven decimal eight two five,eight two zero lima contact praha radar one two seven decimal eight two five,7.14
1837,lufthansa echo eight echo november descend four thousand feet qnh one zero two two,lufthansa eight echo november descend four thousand feet qnh one zero two two,7.14
437,praha lufthansa seven seven papa two six zero climb flight level two eight zero,praha lufthansa seven seven papa two six zero climbing flight level two eight zero,7.14
2809,air berlin two four three kilo praha good evening radar contact standby for climb,air berlin two four three kilo praha good evening radar contact standby for clim,7.14
560,and contact praha one two seven decimal one two five cimal one two five,and contact praha one two seven decimal one two five two one two five,7.14
425,level one zero zero if you want shortcut proceed direct to papa romeo ni,level one zero zero if you want shortcut proceed direct to papa romeo,7.14
950,tower csa eight mike two approaching holding point runway three one ready for departure,tower csa eight mike zulu approaching holding point runway three one ready for departure,7.14
2165,hello ausrtian seven one two zulu ruzyne tower roger line up runway one three,hello austrian seven one two zulu ruzyne tower roger line up runway one three,7.14
8,sun turk six nine seven contact rhein one three six decimal four zero five,sun turk three nine seven contact rhein one three six decimal four zero five,7.14
436,and klm seven three whiskey reduce speed one six zero knots till four dme,heli klm seven three whiskey reduce speed one six zero knots till four dme,7.14
780,praha radar csa nine seven nine maintaining flight level two four zero inbound ma,praha radar csa nine seven nine maintaining flight level two four zero inbound m,7.14
2801,eight nine seven contact praha one three five decimal one three five good bye,siberia eight nine seven contact praha one three five decimal one three five good bye,7.14
2063,thank you very much one zero one eight descend four thousand any speed restric,thank you very much one zero one eight descend four thousand any speed restricti,7.14
1622,negative that s maximum fast we can go roger so maintain speed two one zero knots for the time being and report your speed to four miles final,negative that s about as fast we can go roger so maintain speed two one zero knots for the time being and report your speed to four miles final,7.14
1428,tel four xray zulu contact ruzyne ground one two one decimal nine bye bye,air four xray zulu contact ruzyne ground one two one decimal nine bye bye,7.14
1785,csa six eight nine radar radar contact descend to flight level one five zero,csa six eight nine radar radar contact roger descend to flight level one five zero,7.14
1290,lufthansa two four three five contact praha one three five decimal one three five,lufthansa two four three five contact praha one three five point one three five,7.14
913,praha good evening lufthansa four one alfa maintaining level three one zero approaching vemut,praha good evening lufthansa four one alfa maintaining level three one zero watching vemut,7.14
1109,delta hotel alfa correct and contact praha one one eight decimal three seven five,hotel hotel alfa correct and contact praha one one eight decimal three seven five,7.14
1136,one two eight decimal zero seven five eight three six bravo alfa good day,one two eight decimal zero seven five eight three six bravo good day,7.14
1151,lufthansa six four mike contact praha one three three decimal three nine zero good,lufthansa six four mike contact praha one three three decimal three nine zero good b,7.14
2848,swiss two zero six seven contact apron one two one decimal eight five five,swiss two zero six seven connect apron one two one decimal eight five five,7.14
1821,sky travel six one eight contact wien one three one decimal three five zero,sky travel six one eight contact vienna one three one decimal three five zero,7.14
2838,runway three one cleared to land wind zero six zero degrees and six knots,runway three one clear to land wind zero six zero degrees and six knots,7.14
1022,praha lufthansa seven five seven heavy passing three seven zero descending three five zero,praha lufthansa seven five seven heavy passing three seven zero descending three five zero hello,7.14
2480,november seven four six echo praha hello radar contact squawk one four seven four,air november seven four six echo praha hello radar contact squawk one four seven four,7.14
2186,from present direct to final approach fix runway three one csa nine two one,praha present direct to final approach fix runway three one csa nine two one,7.14
31,wien one three four decimal four four zero lot three zero five good day,yes one three four decimal four four zero lot three zero five good day,7.14
297,roger qnh one zero one eight for check contact tower one one eight one,roger qnh one zero one eight four check contact tower one one eight one,7.14
638,delta papa delta roger identified the crossing is approved qnh one zero two one,hotel papa delta roger identified the crossing is approved qnh one zero two one,7.14
2030,right heading two nine zero intercept localizer runway three one swedestar zero five one,right turn heading two nine zero intercept localizer runway three one swedestar zero five one,7.14
1595,one four seven four squawk standing by for climb klm one eight four five,one four seven four with squawk standing by for climb klm one eight four five,7.14
46,hotel echo lima affirm remain on my frequency you are still within the tma,hotel echo lima affirm remain on my frequency we are still within the tma,7.14
1426,one three two five five zero euro trans six eight zero two good day,one three two five five zero euro trans six six zero two good day,7.14
1331,praha air berlin nine four four charlie inbound to marem passing one zero five,praha air berlin four four charlie inbound to marem passing one zero five,7.14
877,austrian one seven five juliett hello radar contact climb flight level three four zero,austrian one seven five juliett hello radar contact climb flight level three four zero f,7.14
1174,foxtrot sierra foxtrot five eight four papa tower hello again actually hold position shortly,foxtrot zero foxtrot five eight four papa tower hello again actually hold position shortly,7.14
1025,sky travel six eight two contact vienna one three one decimal three five zero,sky travel six eight two contact wien one three one decimal three five zero,7.14
1305,wien one three one decimal three five zero sky travel one one zero two,praha one three one decimal three five zero sky travel one one zero two,7.14
1234,lot three seven mike contact krakow one two one zero seven five good by,lot three seven mike contact krakow one two one zero seven five good bye,7.14
2741,good evening lufthansa eight hotel romeo passing two thousand five hundred climbing five thousand,praha good evening lufthansa eight hotel romeo passing two thousand five hundred climbing five thousand,7.14
1503,bline six november bravo contact vienna one three one decimal three five zero good b,beline six november bravo contact vienna one three one decimal three five zero good b,6.67
458,o kilo alfa lima zulu contact karlovy vary one one nine decimal nine five zero,oscar kilo alfa lima zulu contact karlovy vary one one nine decimal nine five zero,6.67
2209,ethiopian seven zero two contact rhein one three three decimal two eight five good bye,etiopian seven zero two contact rhein one three three decimal two eight five good bye,6.67
2893,left turn one five zero cleared ils approach runway one three csa seven kilo golf,left turn around five zero cleared ils approach runway one three csa seven kilo golf,6.67
2240,lufthansa eight november echo contact praha radar one two zero decimal two seven five good,lufthansa eight november echo contact praha radar one two zero decimal two seven five good b,6.67
2708,majestic one three one contact praha one three three decimal four one zero good bye,majesty one three one contact praha one three three decimal four one zero good bye,6.67
1238,praha csa five mike bravo passing flight level two two zero descending one three zero,praha approach csa five mike bravo passing flight level two two zero descending one three zero,6.67
188,three five eight zero roger contact ruzyne tower one one eight decimal one good bye,lot three five eight zero roger contact ruzyne tower one one eight decimal one good bye,6.67
438,radar good day air berlin three four nine alfa approaching two eight zero inbound ditis,radar good day air berlin three four november alfa approaching two eight zero inbound ditis,6.67
2925,lot three zero five climb to flight level three four zero expect higher from wien,lot three zero five climb to flight level three four zero expect higher from vienna,6.67
1904,csa three six kilo golf praha radar radar contact climb flight level one six zero,csa six kilo golf praha radar radar contact climb flight level one six zero,6.67
469,kuwaiti eight nine sierra contact praha one two seven decimal five seven five good day,quality eight nine sierra contact praha one two seven decimal five seven five good day,6.67
2388,praha good afternoon turkish one five two five maintaining three four zero on course bavok,praha good afternoon turkish one five two five maintaining three four zero on course babus,6.67
257,lufthansa seven seven nine contact munchen one three two decimal one five five good day,lufthansa seven seven nine contact munich one three two decimal one five five good day,6.67
2822,russia two two one cleared for ils approach three one report localizer established ok cleared,russia two two one cleared for ils approach runway three one report localizer established ok cleared,6.67
582,sky travel six six one to my last information you may expect runway one three,sky travel six six one according to my last information you may expect runway one three,6.67
1880,euro trans five three three seven contact munchen one three one decimal zero five five,euro trans five three three seven contact munich one three one decimal zero five five,6.67
1624,csa five zero nine runway one three clear to land zero six zero degrees five,csa five zero nine runway one three clear to land zero six zero degrees fi,6.67
2352,csa seven four three continue golf hold short of lima and one two one nine,csa seven four three continue golf hold short of lima and one two one eight,6.67
1036,csa two nine six taxi to hodling point runway one three via hotel bravo delta,csa two nine six taxi to holding point runway one three via hotel bravo delta,6.67
1863,praha radar air berlin seven six six yankee flight level three five zero inbound abrax,praha radar air berlin seven six six yankee flight level three five zero inbound abraxi,6.67
657,lufthansa nine juliett charlie contact ruzyne tow ground one two one decimal nine bye bye,lufthansa nine juliett charlie contact ruzyne te ground one two one decimal nine bye bye,6.67
2012,o kilo delta sierra juliett praha radar radar contact climb flight level one zero zero,oscar kilo delta sierra juliett praha radar radar contact climb flight level one zero zero,6.67
997,lufthansa one four nine zero contact warsaw one two zero decimal nine five zero good,lufthansa one four nine zero contact warsaw one two zero decimal nine five zero goo,6.67
2498,german wings two one four zero hello radar contact what is your requested final level,german wings two one four zero hello radar contact what s your requested final level,6.67
479,lufthansa six hotel xray contact munich one three two decimal five five zero good bye,lufthansa six hotel xray contact munich one three two point five five zero good bye,6.67
19,down level two nine zero one two seven one two five lufthansa six november hotel,down level two nine zero one two seven one two five lufthansa six november jet,6.67
1008,easy five five nine seven turn left papa lima and contact ground one two one decimal nine bye bye papa lima one two one nine thank you five four nine two,easy five four nine seven turn left papa lima and contact ground one two one decimal nine bye bye papa lima one two one nine thank you five four nine seven,6.45
2836,sky shuttle one one four zero contact vienna one three four four four zero bye bye,sky shuttle one one four zero contact wien one three four four four zero bye bye,6.25
2234,csa five papa charlie runway one three cleared to land wind zero seven zero six knots,csa five papa charlie runway one three clear to land wind zero seven zero six knots,6.25
2170,air france two zero two four papa contact rhein one three six decimal four zero five,air france zero two four papa contact rhein one three six decimal four zero five,6.25
996,ich one three six decimal four correction one three two decimal one five five good bye,one three six decimal four correction one three two decimal one five five good bye,6.25
977,csa five zero five report heading one one nine zero one one nine zero csa five,csa five zero five report heading one one nine zero one one nine zero csa five zero,6.25
2204,approach lufthansa two two tango hello leaving two three zero for one five zero inbound gosek,approach lufthansa two juliett tango hello leaving two three zero for one five zero inbound gosek,6.25
1082,ohlnipon two zero eight squawk one four seven one climb to flight level three three zero,onipon two zero eight squawk one four seven one climb to flight level three three zero,6.25
1446,airbridge cargo three eight nine contact munich one three two decimal one five five good bye,airbridge cargo three eight nine contact munchen one three two decimal one five five good bye,6.25
2578,so call me for push will call you for push sky travel one one nine two,call me for push will call you for push sky travel one one nine two,6.25
1026,hello mike echo mike lima india ruzyne tower continue approach deaparture ahead airbus three two zero,hello mike echo mike lima india ruzyne tower continue approach departure ahead airbus three two zero,6.25
2493,left head three three zero cleared ils approach three one air france one seven eight two,left three three zero cleared ils approach three one air france one seven eight two,6.25
1156,jobair zero seven two contact ground one two one nine two one nine jobair zero s,jobair zero seven two contact ground one two one nine two one nine jobair zero sev,6.25
163,radar good morning lufthansa six kilo victor in flight level three four zero inbound direct rapet,radar good morning lufthansa six kilo victor in flight level three four zero inbound to rapet,6.25
2527,praha radar lufthansa three alfa november passing one correction two one two climbing two eight zero,praha radar austrian three alfa november passing one correction two one two climbing two eight zero,6.25
1065,yeah climb level three four zero request level three six zero scandinavian two six six two,yes climb level three four zero request level three six zero scandinavian two six six two,6.25
706,wizz air five nine one contact munich one three two decimal one five five good bye,wizz air five nine one contact munich one three two point one five five good bye,6.25
216,morning swiss four six zero tango praha radar radar contact descend flight level one three zero,good morning swiss four six zero tango praha radar radar contact descend flight level one three zero,6.25
826,praha good afternoon austrian five five alfa delta level two six eight climb two eight zero,praha good afternoon austrian five five alfa delta level two six eight climbing two eight zero,6.25
2732,easy six six yankee runway one three cleared for takeoff wind zero zero zero degrees fi,easy six six yankee runway one three cleared for takeoff wind zero eight zero degrees fi,6.25
2517,air france two four eight two no speed restrictions thank you no speed restriction air fra,air france two four eight two no speed restrictions thank you no speed restriction air fie,6.25
2042,lufthansa two five four one contact munich one three two decimal five five zero good bye,lufthansa two five four one contact munich one three two point five five zero good bye,6.25
2043,air berlin seven six six yankee contact praha one two seven decimal one two five good,air berlin seven six six yankee contact praha one two seven decimal one two five goo,6.25
659,lufthansa two juliett whiskey behind landing traffic short final dash line up runway three one behind,lufthansa two juliett whiskey behind landing traffic short final dash line up runway three one behi,6.25
945,wizz air four papa romeo contact vienna one three four decimal four four zero good bye,wizz air four papa romeo contact wien one three four decimal four four zero good bye,6.25
2612,thomson eight tango yankee praha radar good evening radar contact new squak one four seven two,thomson eight tango yankee praha radar good evening radar contact new squawk one four seven two,6.25
1676,bline six one golf contact praha radar one two zero decimal two seven five good bye,beline six one golf contact praha radar one two zero decimal two seven five good bye,6.25
2284,one three two one five five reach nine six five no problem have a good day,one three two one five five for reach nine six five no problem have a good day,6.25
1702,n two six nine six sierra descend flight level eight zero intercept localizer runway three one,november two six nine six sierra descend flight level eight zero intercept localizer runway three one,6.25
2516,praha radar good afternoon singapoore three two six level three six descending level three five zero,praha radar good afternoon singapore three two six level three six descending level three five zero,6.25
2285,air berlin three one seven ready descend flight level two five zero cross kolad at level,air berlin three one seven when ready descend flight level two five zero cross kolad at level,6.25
2066,sky travel two eight two seven and there is closed echo airspace below flight level one hundred so if you wish to avoid class echo airspace next descend in two zero miles,sky travel two eight two seven and there is cross echo airspace below flight level one hundred so if you wish to avoid cross echo airspace next descend in two zero miles,6.25
1958,csa one alfa juliett descend flight level nine zero contact ruzyne radar one one nine decimal zero,csa seven alfa juliett descend flight level nine zero contact ruzyne radar one one nine decimal zero,5.88
1033,tower csa six one nine establish ils one three csa six one nine ruzyne tower continue approach,csa six one nine establish ils one three csa six one nine ruzyne tower continue approach,5.88
2829,lufthansa six one three when ready descend to flight level three zero zero reach level by rapet,lufthansa six one three when ready descend flight level three zero zero reach level by rapet,5.88
881,praha radar csa six bravo charlie flight level one eight nine descending flight level one seven ze,praha radar csa six bravo charlie flight level one eight nine descending flight level one seven zer,5.88
789,sky travel six six one new qnh one zero one eight and are you loc established now,sky travel six six one new qnh one zero one eight and are you lock established now,5.88
1964,papa golf yankee descend to four thousand feet cleared rnp approach one four report established final course,hotel golf yankee descend to four thousand feet cleared rnp approach one four report established final course,5.88
1460,beair five five two runway one three clear to land wind zero two zero degrees four knots,beair five five two runway one three clear to land wind is zero two zero degrees four knots,5.88
692,tower shamrock six four four is with you shamrock six four four hello ruzyne tower continue approach,and shamrock six four four is with you shamrock six four four hello ruzyne tower continue approach,5.88
1200,csa five six zero runway one three cleared for takeoff wind zero six zero degrees six kdnots,csa five six zero runway one three cleared for takeoff wind zero six zero degrees six knots,5.88
1074,csa eight zero three runway one three clear to land wind three six zero degrees seven knots,csa eight zero three runway one three cleared to land wind three six zero degrees seven knots,5.88
1093,russia two five eight squawk one four five zero and climb to flight level three four zero,rasim two five eight squawk one four five zero and climb to flight level three four zero,5.88
1542,csa nine seven seven runway three one cleared to land wind one eight zero degrees two knots,csa nine seven seven runway three one clear to land wind one eight zero degrees two knots,5.88
2481,air malta five three nine contact praha radar one two zero decimal two seven five good by,air malta five three nine contact praha radar one two zero decimal two seven five good bye,5.88
2490,royal air maroc three five two contact apron one two one decimal eight five five good bye,royal air maroc three five two contact zurich apron one two one decimal eight five five good bye,5.88
171,jobair zero six two runway one three cleared to land wind zero two zero degrees six knots,jobair zero six two runway one three clear to land wind zero two zero degrees six knots,5.88
1662,csa nine two three descend flight level nine zero contact ruzyne radar one one nine decimal zero,csa nine two three descend flight level nine zero contact ruzyne radar one one nine zero,5.88
821,four zero yankee climbing flight level two four zero passing flight level two one three inboudn lanux,four zero yankee climbing flight level two four zero passing flight level two one three above lanux,5.88
2702,bing flight level one six zero one two zero decimal two seven five csa seven three zero,ding flight level one six zero one two zero decimal two seven five csa seven three zero,5.88
652,csa six two three runway one three cleared to land wind three five zero degrees six knots,csa six two three runway one three clear to land wind three five zero degrees six knots,5.88
9,leaving flight level three one zero for flight level two nine zero lot four one two six,leaving flight level three one zero for flight level two nine zero baltic four one two six,5.88
1143,lufthansa three alfa november descend flight level three zero zero lufthan three alfa november descending three hundred,lufthansa three alfa november descend flight level three zero zero lufthansa three alfa november descending three hundred,5.88
1365,britair nine zero four charlie praha radar contact climb flight level one six zero no speed limit,bonjour britair nine zero four charlie praha radar contact climb flight level one six zero no speed limit,5.88
2058,csa nine six one runway three one cleared to land wind one six zero degrees five knots,csa nine six one runway three one clear to land wind one six zero degrees five knots,5.88
2387,lufthansa two five three zero proceed direct lima delta zulu contact praha one three three three nine zero,lufthansa two five three zero proceed direct lima delta z contact praha one three three three nine zero,5.56
601,praha radar german cargo five three zero flight level two one one climbing two nine zero inbound omelo,praha radar german cargo five three zero on flight level two one one climbing two nine zero inbound omelo,5.56
531,papa flight level three two zero swiss three four three papa hello radar contact proceed oscar kilo golf,praha flight level three two zero swiss three four three papa hello radar contact proceed oscar kilo golf,5.56
2379,csa three charlie zulu radar radar contact descend flight level one zero zero high speed approved and oscar,csa three charlie zulu radar radar contact descend flight level one zero zero high speed approved and oscar k,5.56
1592,ryan air six seven two nine climb flight level three four zero after adar direct oscar kilo golf,ryan air six seven two nine climb flight level three four zero after adado direct oscar kilo golf,5.56
2462,s papa alfa victor alfa good evening praha radar roger radar contact maintain flight level one two zer,sierra papa alfa victor alfa good evening praha radar roger radar contact maintain flight level one two zer,5.56
1345,csa eight three five continue with the right turn to heading three one zero vectoring for ils one,csa eight three five continue with the right turn to heading three one zero vectoring for ils one three,5.56
2921,csa nine six one reduce speed one four zero knots untill four miles final departure ahead regional jet,csa nine six one reduce speed one four zero knots until four miles final departure ahead regional jet,5.56
1671,lufthansa nine juliett charlie turn left heading three four zero cleared ils runway three one report when established,lufthansa nine juliett charlie turn left heading three four zero cleared ils approach runway three one report when established,5.56
398,csa nine on five six runway one three cleared for takeoff wind one five zero degrees three knots,csa nine five six runway one three cleared for takeoff wind one five zero degrees three knots,5.56
335,turkish one seven six seven runway three one cleared to land wind one six zero degrees four knots,turkish one seven six seven runway three one clear to land wind one six zero degrees four knots,5.56
2374,lufthansa five yankee victor radar radar contact descend flight level one zero zero oscar information maintain higher sp,lufthansa five yankee victor radar radar contact descend flight level one zero zero oscar information maintain higher spee,5.56
2520,aero flot one four nine runway three one cleared to land wind one eight zero degrees three knots,aero flot one four nine runway three one clear to land wind one eight zero degrees three knots,5.56
2271,oscar kilo delta sierra juliett runway three one cleared to land wind zero seven zero degrees seven knots,oscar kilo delta sierra juliett runway three one clear to land wind zero seven zero degrees seven knots,5.56
