Sample,Ground Truth,Prediction,WER
755,sa four echo lima one three two one five five,thats toc one three two one five five ahoy,50.0
2267,one three four four seven five speedbirg one five seven good day,one two three four four five six three third one five six good day,50.0
2358,sa seven five z,charlie seven five,50.0
1884,inbound pe,inbound,50.0
1878,praha controle hotel zulu mike foxtrot three would you descend it to three two,controller to zulu mike fox three with you descending to three two,50.0
1635,one six right cleared to land and understood qantas four ninety eight,one six right cleared to land and understood quite a surf on that one,50.0
1843,en papa expecting again vor dme three one,one papa alfa papa alfa expecting again vor dme three one,50.0
2566,direct pepik atlanta five one zero,starat tatec november five one zero,50.0
1035,austrian eight seven contact praha one three three decimal three nine zero good bye,aus three nine eight seven contact praha one three three december three nine eight zero goodbye,50.0
1607,ten foxtrot flight level three five zero mavor,seven tango flight level three four zero mafo,50.0
1023,sky travel six eight two contact vienna one three one decimal three five zero,sky travel six eight two contact vin one three one decimal three five you are all good good luck,50.0
1848,time four,time for,50.0
453,runway one three clear to land csa two delta lima,airway one three cleared to land csa two dot two one,50.0
2569,ups two seven four level three five zer,good morning radar ups two seven four level three five zero,50.0
2274,papa lima golf and stand five one wizz air four,papa lima gold this time five one this is four,50.0
1614,seven five good bye,seven five goodbye,50.0
2366,one two seven one two five german wings eight november,one seven one two five jamx eight were back,50.0
1871,sky travel six seven zero stand,at level six seven zero,50.0
288,csa three delta lima praha radar contact climb flight level one four zero no speed limit,csa three decimal zero talyma dobry dan praha radar contact on flight level one four zero no speed on it,50.0
2352,cimber five three zero descend flight level two nine zero rate two thousand minimu,camber five three zero descent flight level two nine zero eight two zero zero zero minimum,50.0
1852,praha go ahead ple,go ahead please,50.0
443,radar roger two one two zero climbing flight level two correction three zero eight climbing three three zero to cerno,nalo driving two one zero passing cloud two correction two zero eight climbing three zero two yep,50.0
2438,descend flight level one zero zero,is the flight level one zero zero one,50.0
1668,lufthansa nine juliett charlie turn left heading three four zero cleared ils runway three one report when established,november nine cel three four zero cel three one report when established,50.0
1638,lufthansa two hotel tango turn left heading three six zero,vonzo two what are you doing heading three six zero,50.0
411,praha controle good morning five four,control good morning canadian five four,50.0
959,praha good afternoon condor five two two passing flight lev,good afternoon konr five three two passing please,50.0
815,right thanks,alright thanks,50.0
371,twelve o clock now four miles,one two oclock now four miles,50.0
1941,praha hello lufthansa six juliett tango,hello luftwär six julia tango,50.0
413,descend two nine zero six one lima xray,descent two nine zero six one lima xray romeo alfa yankee,50.0
376,one two one nine finn air seven one four whiskey bye bye,one two one nine have a good day bye bye,50.0
498,alright speed is yours i ll call you for reducing,alright speedy joss ill call you for reducing,50.0
1909,hotel golf oscar make left hand circuit is approved runway one four,with the goal force coming left hand circuit is approved to runway one four,50.0
1910,praha radar good day lufthansa seven seven yankee passing flight level three zero three climbing three one zero inbound vemut,radio good day lufthansa seven sammy yankee starting cell level three zero three climbing charlie one zero in one bravo muntin,50.0
379,lufthansa two kilo victor climb flight level three four zero,two kilo victor com five three four zero zero,50.0
381,then lima,and lima,50.0
907,swiss one two four bravo fly heading zero four zero vectoring ils three one,cessan two four bravo flight ring zero four zero vectoring kilo alfa lima three one,50.0
1912,lufthansa nine kilo yankee turn right heading one zero zero,luftwaffe nine kilo inky one zero left heading one zero zero,50.0
2299,two zero zero two zero zero,two zero zero,50.0
1773,air france three nine three victor hello to call behind the next one by ready in one minute,first we have to go behind the next one be ready in one minute,50.0
1729,roger three sixty is approved on the ils one three bline eight hotel sierra,hatcher three six is approved on the ils one three beta and nasal flow zone,50.0
2423,one three three three nine zero silver arrows xray papa good bye,one two three decimal three nine zero good bye,50.0
798,three one three radar radar contact,vyvra cintriguantria breda radar radar contact,50.0
396,we are at fi,we are at five oclock,50.0
405,flight level one six zero wizz air four quebec sierra,flight level one six zero with airport correct data,50.0
2429,klm three five one speed two three zero knots or less base leg in one minute,calamity five left papa two three zero november so last base back in one minute,50.0
1922,ok descending level one hundred present heading ils three o,okay defending level one zero zero heading ils three,50.0
1743,cleared for takeoff runway three one,cleo poteco runway three one,50.0
1744,descend flight level one,standby level one,50.0
1746,two zero one radar radar contact,two zero one two zero one radar radar contact,50.0
2321,csa seven alfa juliett reduce one five zero,ccsr fadu reduce one five zero,50.0
2491,svit two one zero,sierra charlie two one zero,50.0
367,lima sky travel one one nine,skytel one one nine,50.0
475,channex three one victor praha radar contact descend flight level two nine zero level by ab,during stream on vector debris ve radar contact descent flight level two nine zero level by abbe,50.0
424,level one zero zero if you want shortcut proceed direct to papa romeo ni,if you want shortcut proceed direct to papalomio nine,50.0
2547,jobair zero five one papa descend to flight level one eight zero,juliett oscar bravo echo romeo zero five one papa descent to flight level one eight zero,50.0
2544,praha good morning malaysian private one level three two zero,good morning minix two five eight one level three two zero,50.0
2543,two six nine for two eight zero inbound to lanux,two six decimal nine zero for two eight zero in land to lalux,50.0
2290,n golf alfa proceed direct papa romeo eight one nine,go for proceed right papa eight one nine,50.0
823,ok descend flight level seven zero,okay descent flight level of seven zero,50.0
872,jetstar seven sixty three sydney to,cessna seven six three sydney eta,50.0
2391,to kolad air china,to call out air china,50.0
426,continue approach,copy approach,50.0
1898,beair five five two maintain present speed or increase and contact ruzyne radar one one nine decimal zero,the air five five two maintain personal speed increase and contact russia radar one one one december zero one three,50.0
425,three one zero six eight papa,three one zero degrees six ak,50.0
1899,line up runway three one cleared for takeoff csa nine two s,line up from alfa three one three four takeoff csa nine zero two,50.0
1810,cleared line up takeoff runway three one shamrock,good lineup takeoff runway three one sean,50.0
2528,vectoring for shortcut expect right turn,vector info shortcut expect right hand,50.0
1946,ok standby,okay standby,50.0
2526,control good evening ryan air five juliett uniform passing level two five one climb level two eight zero direct to,good evening china five two eight uniform passing level two five one one fly level two eight zero targeting to our tower,50.0
772,visual approach,your approach,50.0
983,to one three four four four zero sierra victor romeo three five one one thank you bye bye,one three four four four zero here vector three five five one one zero karat good day,50.0
2431,ect to rapet skytrevel one zero three six,time to run at skytrav one zero three six,50.0
508,one three five good day sir thank you bye bye,three one three five eight sir take care bye bye,50.0
2398,approach runway,approach,50.0
2403,one three,mark three,50.0
887,affirm what s your requested level,abraham whats your requested level,50.0
1677,six zero csa nine six zero,six zero five zero nana six zero,50.0
782,austrian nine three proceed direct varik,austrian nine zero three proceed direct to varek,50.0
1948,lufthansa one charlie kilo contact praha one two seven decimal one two five good bye one two five lufthansa one charlie kilo,november one seven one charlie contact praha one two seven decimal one two five good bye,50.0
2497,way one one three one five one one,november one charlie one november five one one,50.0
1993,two zero seven descend to flight level two nine zero,all right one two zero seven descent flight level two nine zero,50.0
1881,bravo delta,bravo delta wow,50.0
114,five one seven four,five one set for,50.0
2151,ok cleared to takeoff one three easy three eight papa golf bye,okay can you takeoff one three easy three eight one two oclock bye,50.0
614,praha radar good evening quality nine one romeo,radar good evening quality,50.0
1207,praha lufthansa six romeo whiskey good afternoon level three six zero on course babok,good afternoon level three five zero on course baboc,50.0
2857,sorry say again efc time please,sorry second esc time please,50.0
645,line up runway three one swede,turn off runway three one sweetheart,50.0
2024,sky travel one one nine two proceed direct to voz,november one nine you proceed direct to bhojichan,50.0
1470,two eight six no speed proceed to lyxa,say two eight six no speed and proceed direct to lixa,50.0
2231,csa five papa charlie runway one three cleared to land wind zero seven zero six knots,css papa cialy runway one three three two and victor seven zero six knots,50.0
2110,oscar sierra juliett descend four thousand feet qnh one zero two zero,oscar sierra julia descent four zulu echo romeo oscar feet qnh one zero two zero,50.0
1391,say again,so again,50.0
2119,aero flot one two three proceed direct kolad,the refload one two three proceed direct call out,50.0
1467,four charlie,fort charlie,50.0
2870,ix zero,zero,50.0
2782,turkish one nine five three proceed direct nor,turkey jevana nine five three proceed to direct norco,50.0
1307,csa four nine five direct ravik,cse four nine five data karvex,50.0
35,ruzyne tower sky travel nine five juliett fully established ils one three,arsenio its arsenio skydrome nine five gioetta full established ils one three,50.0
137,left heading,left,50.0
2223,three two eight five good bye,eight three two eight five,50.0
103,contact ground one two one nine,on the ground one two one,50.0
1386,sky travel one zero three one descend flight level nine zero and turn left to papa romeo nine six zero,scatrol one zero three nine zero san juan one two nine zero and turn left to paparoma nine six zero,50.0
1337,charlie c,charlie charlie,50.0
2691,prague approach oscar kilo delta sierra juliett descending to one seven zero and req,prague approach assegol laudacer julia its david eden descending to one seven zero and accelerating,50.0
2731,praha from czech holiday seven four two one descending flight level three two zero to nasti,skivvy cepra how from czech republic seven four one returning to level three two zero to nft,50.0
587,praha good evening lufthansa,good evening grazanzas,50.0
1374,csa four yankee alfa reduce speed to one eight zero or less,csa four november how far is your speed one eight zero or less,50.0
2185,one two stand time two six sky travel one zero three four,kita two from tanl six kita one zero three four,50.0
1379,austrian three one two romeo praha radar contact descend flight level two nine zero fifteen hundred or greater,austrian three one two we are on the radar contact distance flight level two nine zero one five zero zero or greater,50.0
562,ok copy,okay copy,50.0
2218,praha radar seven five alfa good afternoon approaching level two eight zero,good afternoon approaching mabu two eight zero,50.0
1352,one four nine one,one four nine decimal one two,50.0
2709,adriana nine three whiskey hello radar contact proceed to mikov squawk one four six zero bye bye sorry,okay im on the three delta scale already ill proceed to mikov squawk one four six zero bye bye,50.0
1096,one three six four zero air france zero two papa,one three six five zero for zero two for bander,50.0
2096,nor shuttle three five eight one bye bye,november three five eight one runway,50.0
2215,csa seven two seven contact ground one two one nine,cc seven two seven contact ground one two one nine im in a decision,50.0
2228,the right heading one eight zero lot five two sev,to the right heading one eight zero good luck five,50.0
2168,lufthansa six november hotel praha hello radar contact,lufthansa six number bratislava bratislava hello bratislava contact,50.0
1143,ruzyne tower csa five four four,wtau that tower is csa five four four,50.0
1093,ruzyne tower good turkish one seven six seven,good bye coach seven six seven,50.0
1116,lufthansa six tango romeo climb flight level three three zero,alubraj one six goromo come flight level three three zero,50.0
2699,fully establish,fully established,50.0
1401,ups four good morning radar contact,ups for good morning at that contact,50.0
26,tango three one three sion ground hello again taxi approved,tommo three one creation ground reagan taxi approved,50.0
122,ryan air eight zero eight eight confirm requested flight level,riner eight zero eight eight come to the requested flight level,50.0
1059,either the swiss three five two november is asking for turbulence information,it was a six tango hotel three five two november is asking for turbulence information,50.0
12,el al three five two praha radar cont,hello three five two to radar control,50.0
2895,lufthansa seven six one praha hello radar contact climb correction descend flight level three one zero cross rapet at level,seven six one radar contact climb the cushion descent at level three one zero cross the upper tetanus,50.0
1278,climbing one zero zero oscar sierra,flipping one zero zero,50.0
1412,csa two nine two seven descend to flight level one two zero hold at,this is niner two seven descent to flight level one two zero hold at one one knots,50.0
575,lufthansa six romeo xray climbing level one six zero on,november six oscar xray romeo alfa yankee climbing level one six zero on,50.0
2762,britair nine zero four charlie turn left proceed direct oscar kilo golf,brighter nine zero four channel in turn left proceed direct oskar kielgals,50.0
2633,to venox,to vanon,50.0
1430,lufthansa two victor charlie ils one,victor charlie thats one,50.0
2129,established runway one three eight mile,stabbing on runway one three eight five,50.0
1439,ech force five two one contact kbely tower one two four decimal seven five,check for five two one contact greek bellita were one two four decimal six seven five nacilashano,50.0
246,csa seven,houston seven,50.0
1427,start one engine and,star one engine,50.0
1255,is departure and then,departure then,50.0
250,so you can turn after passing ten miles form oscar kilo lima after that i ll call you for shortcut we are a le,you can turn after passing one zero miles from oskar kivolema after that i will call you for a shortcut via a left,50.0
463,two five,to five,50.0
1256,high speed csa zero two five any chance,high speed csa zero two five any chance for a next flight,50.0
2926,radar good morning sky travel one zero three four one thousand eight hundred climbing,alright thats good morning sky travel one zero three for one eight zero zero times,50.0
2609,lomki six romeo proceed lomki contract,lopkey six romeo proceed to lopkey contract,50.0
1063,yeah climb level three four zero request level three six zero scandinavian two six six two,climb level three for sesar request level three six zero can i have a three six six two,50.0
93,five zero,zero,50.0
582,qnh one two two one swiss one two four bravo,golf lima two its one two four bravo,50.0
538,k you,thank you,50.0
2244,time air six one,time error six one two,50.0
1289,one nine and de,one nine,50.0
570,seven kilo hotel runway,kilo oto runway,50.0
2143,arrow jet six zero one tower on foxtrot cross runway one zero contact apron one two one decimal seven five five sorry,hotel six zero one tango on frc runway one zero connect a runway one to one seven five five hadi,50.0
2653,air berlin eight four three nine,foxtrot eight four three november,50.0
2778,calibra four zero turn left to baltu left to bal,cab four zero turn left to bravo two,50.0
225,descend flight level one three zero high speed approved csa five vi,houston fado one three zero high speed approach tsa five,50.0
583,oscar kilo sierra climb flight level seven zero,oscar close here at climb flight hold seven zero,50.0
1070,one three four five nine zero ryan air five juliett,one three four five and nine and zero right now to five juliett,50.0
1547,lufthansa six juliett tango one three three three nine zero bye bye,cessna six two two detangle one two three three nine zero seven bye bye,50.0
1154,jobair zero seven two contact ground one two one nine two one nine jobair zero s,job seven two contact ground one two nine decimal nine good evening,50.0
670,ix zero,zero,50.0
2141,for ils approach runway three one,so i would approach runway three one,50.0
1445,praha radar good evening,good evening,50.0
1916,german wings seven papa contact ruzyne ground one two one decimal nine good bye german wings seven papa to one two one nine bye bye,jamming ring seven papa contact busnia gnd one two one decimal seven nine goodbye jamming ring seven papa two one decimal nine bye bye,48.0
1381,air france one nine eight two turn right heading one one zero right heading one one zero air france one nine eight two,air france one nine eight two turn right heading one one zero,47.83
2487,easy six six yankee just follow info approaching traffic still one and half minute to touch down and call you behind,just follow info approaching traffic still one decimal five minutes to touchdown and call it behind,47.62
1344,tower dobre dopoledne ryan air one juliett uniform becoming fully established ils runway two four speed maximum one eighty,tawrass dioprero polonaire one two read uniform becoming fully established ils runway two four speed maximum one eight zero,47.37
1245,dream team four zero four kilo taxi charlie lima and quebec behind follow me car to stand sierra three,vmt in four zero four k except c lima and quebec behind four m to stand zero three,47.37
1685,praha good morning lufthansa six hotel xray level three three zero lufthansa six hotel xray praha hello radar contact,good morning left hand side six hotel xa level three three zero roger six hotel xa radar contact,47.37
2727,lot five two five hello roger continue approach and higher speed one sixty or greater until four miles final,lots of active fights hello roger continue approach and high speed one six zero or greater until format final,47.37
598,csa eight two eight one reduce speed two three zero or less reducing two three zero less see es,cec eight two eight one reduce speed two three zero less,47.37
747,easy eight three whiskey quebec good evening radar radar contact descend flight level one zero zero no speed restrictions,good evening radar contact this is flight one one zero zero no speed restrictions,47.37
1460,csa nine six zero line up runway three one lining up three one csa nine six zero,ccc nine zero six line up runway three one landing cup three one ccc nine zero six,47.06
1457,escending four thousand feet one zero one nine cleared ils one three csa seven three two three,centering four zulu echo romeo oscar feet one zero one nine ill clear ils one three css seven three two three,47.06
961,fsa five zero nine do you prefer to descend echo airspace csa five zero nine at vmc,charlie five zero nine do you prefer to descend atco airspace charlie five zero nine charlie five zero nine bmc,47.06
2678,hotel golf papa make a one eighty stay clear of the runway taxi to holding point foxtrot,papo make a one eight zero cleared off the runway taxi to holding point foxrot,47.06
1867,easy five three kilo romeo reduce speed two one zero knots turn right heading one zero zero,kilo juliett five three go around the radio speed two one zero knots to the right heading one zero zero,47.06
2137,correct and climb to flight level one six zero clear up level one six zero bye bye,correct and climb to flight level one six zero,47.06
2517,good afternoon cimber three five two six praha radar radar contact climb flight level one six zero,golf echo charlie three five two six para hidani contact cloudflare level one six zero,47.06
2682,csa seven whiskey india runway three one cleared for takeoff wind one eight zero degrees six knots,ccc seven biscayne dia runway three one cleve futae cobin one eight zero degrees six knots nusselaive,47.06
2698,bing flight level one six zero one two zero decimal two seven five csa seven three zero,november six three one two zero decimal two seven five csc seven three zero im lovely,47.06
1311,descend flight level one zero zero high speed direct papa romeo nine six two csa nine five,i understand pado one zero zero high speed to direct paparamo nine six two three dino five,47.06
2545,smart wings one zero seven papa contact tower one one eight decimal one good bye,smart links one zero seven papa contact tower of on one eight zero similar one goodbye,46.67
457,o kilo alfa lima zulu contact karlovy vary one one nine decimal nine five zero,ask a qa alpha lima zulu and contact karlo ibarre one one nine decimal nine five zero,46.67
235,csa nine seven seven descend flight level nine zero contact radar one one nine zero,csn seven seven seven this is flight level nine zero contact radar bottom of nine zero rovian,46.67
1860,praha radar air berlin seven six six yankee flight level three five zero inbound abrax,radio britain air berlin seven six six you can get flight with three five zero inbound approach,46.67
373,csa seven three one descend flight level nine zero call radar one one nine zero,csa seven three one to supply level nine zero call radar bottom of nine zero whiskey eight november,46.67
1233,csa fi correction csa nine two one speed one six zero knots untill four dme,csa nine zero two one speed one six zero knots until four zero in,46.67
2399,lufthansa one echo november contact praha one three three decimal four one zero good by,alubhansa one economember contact praham amam three three decimal four one zero goodbye,46.67
2521,csa eight zero three descend flight level one four zero hold i suppose one pattern,cessair zero three zero this is flight level one four zero hold at lma i suppose one pattern,46.67
2902,csa eight zero five contact praha one two seven decimal one two five,charlie charlie eight zero five zero contact praha one two seven decimal one two five in a session,46.15
2273,one three three three nine zero aero flot one two two good bye,one zero three decimal three nine zero raffu one two two goodbye,46.15
2056,swiss three four three papa contact rhein one three six four zero five,three four three papa alfa papa alfa contact train one three six four zero five ahoy,46.15
1203,jobair zero five one papa runway three one cleared to land wind calm,job at zero five one papa runway three one cleared for landing come,46.15
267,praha radar good morning hotel zulu mike sierra four descending three four zero,good morning good morning good morning mike charlie romeo four descending three four zero,46.15
2092,runway one six right cleared to land korean air one two one heavy,loni one six right clear terrain konely one two one heavy,46.15
892,four quebec uniform passing two five three climbing two eight zero inbound donad,fork in the uniform passing two five three climbing two eight zero one one donut,46.15
1599,one three five decimal one three five ni eight nine seven good day,one three five this is one three five cbli on alfa nine sierra good day,46.15
524,one three three two eight five austrian three two three golf bye bye,one two three two eight five four seven three two three go see her bye bye,46.15
1969,negative one two zero two seven five one two zero two seven five,negative one two zero two seven five,46.15
1133,can you say again the frequency for air france two two five please,second the break in the sea for air prince two two five please,46.15
2139,csa three delta lima contact radar one one eight decimal three seven five,csa three alfa contact radar one one eight decimal three seven five pick me to chair,46.15
848,descending flight level two nine zero turkish one seven six seven,disseining flight level two nine roger cessna three one six seven,45.45
1321,oscar yankee sierra golf charlie praha radar good evening radar contact,oscar yenkis sierra gough charlie brown rita good evening rita contact,45.45
1382,sky travel six six one turn left heading one six zero,skydome six six one to the left heading kv six zero,45.45
2093,klm five five tango departing traffic canadyair and runway three one clear to land wind zero four zero degrees and four knots,okay lima mike five five one zero go departing traffic under the air and runway three one cleared to land wind zero four zero degrees and four knots,45.45
1735,below flight level nine five class echo airspace do you accept,below flight level nine zero five class a cora space do accept,45.45
839,praha radar lufthansa seven two three heavy south three four zero,radar go beyond left hander seven two three heavy south three four zero,45.45
927,qatari six tango papa heavy sydney tower good day continue approach,katari six tango have a happy sydney shower good day continue approach,45.45
2402,roger lufthansa five lima l descend flight level three two zero,roger lufthansa five lemannian madison five over three two zero,45.45
1300,one three four four four zero croatian four eight one bye,one three four four four zero correct wait for my,45.45
811,runway three one cleared to land top jet two zero two,runway three one charlie two zero charlie two zero two,45.45
2072,left heading zero four five descending flight level nine zero changi,zero four five standing by level nine zero changing,45.45
1310,descending flight level seven zero air france two four eight two,sending a flight level of seven zero after two four eight two,45.45
2785,clear takeoff runway one three air france one nine eight romeo,kia takeoff runway one three afanf one nine eight romeo one zero,45.45
2872,uniform golf wind two four zero degrees one four knots runway two five clear takeoff right turn out climb approved report leaving,in the form of a golf wind two zero zero degrees one four knots run a two five flat takeoff right turn north climb approved report leaving,45.45
60,climbing flight level three four zero austrian three two five golf,climbing flight level three four zero off restrict to flight call,45.45
594,two eight eight romeo six climb flight level three two zero,two eight two eight one six outside level two two zero,45.45
1765,germania seven six four five hello radar contact descend flight level,get my nasa on six four five hello radar contact descent flight level,45.45
2892,continue descend flight level three hundred to be level by rapet,putein descent flight level three zero zero to be level by rocket,45.45
1751,l ground one two one decimal nine austrian seven zero nine,leibach ground one two nine two sosyan seven zero nine,45.45
1769,lufthansa two juliett whiskey runway three one clear takeoff bye bye,lufthansa two triggy runway three one good takeoff to payen,45.45
636,now established localizer one three csa nine zero five fully establi,now established local idr one three csa nine five full establish,45.45
1856,we have the traffic in sight nav checker five one one,we have the traffic in sight update on pagala,45.45
1749,quality nine sierra continue on present heading and expect left base,quality and answer are continuing present heading and expect flat base,45.45
2420,and follow one romeo arrival for runway three one ils approa,and then follow russian one zero arrival for runway three one ill say,45.45
1991,three three nine zero air berlin five six one kilo bye,three nine decimal zero alberding five six one kilo bye bye,45.45
554,csa four zero six line up runway one three and wait,csa four zero six we are on primary one three in wait,45.45
1716,southern air eight five zero zero ruzyne tower good afternoon roger,eight five zero zero good afternoon,45.45
1018,climbin level one six zero nor shuttle one five zero three,climbing level one six zero nac five seven three,45.45
351,one two one nine speed bird four alfa charlie bye bye,one one nine two before alpha charlie bye bye,45.45
2238,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero one zero two three,auto five two one nine two descending five two one seven zero radar heading zero nine zero kilo on the board one zero two three,45.45
240,reducing one five zero to four and continue csa three foxtrot,radio sync one five zero two four and continue csc three four,45.45
1649,climbing flight level three four zero wizz air four bravo papa,climb faith level three four zero with your core bravo papa,45.45
1686,sky travel six one eight ready for push stand one five,kajderova six one eight ready for push one zero decimal five,45.45
1519,csa five kilo papa radar contact descend flight level one three zero descend flight level one three zero csa five kilo papa,cfs five kilo papa brida radar contact cfs flight level one three zero cfs five kilo papa cfs five kilo papa,45.45
285,hotel hotel victor taxi is approved thank you sir bonne soiree,madara television taxi is approved thank you sir bon soir,45.45
1763,csa four eight one radar radar contact descend flight level one zero zero papa information correct and no speed restrictions,the vhssa for enviro radar radar contact descent flight level one zero zero papa oscar papa uniform papa information correct and no speed restrictions,45.0
954,lufthansa three alfa november descend flight level two nine zero and contact praha one three five decimal one three five,bonanza three have fun on the mission fly over two nine zero zero and contact praha one three five decimal one three five,45.0
67,runway three four left cleared to land then request above three two bravo four if available jetstar four zero nine,runway three four left please land and request roll through to bravo four is available just start four zero nine,45.0
1897,praha hello klm one eight four five flight level three three zero inbound request climb flight level three five zero,cessna hello cessna one eight four five cessna three three zero inbound at six request decline cessna three five zero,45.0
337,lufthansa eight echo november contact ruzyne ground one two one decimal nine one two one nine eight echo november hotel,lufthansa eight alfa contact rosne ground one two one decimal nine nine one two one decimal nine nine eight alfa,45.0
1849,one two seven four two five seven nine hotel,one two seven decimal four two five seven nine zero one zero,44.44
752,hotel bravo papa golf bravo bonjour monsieur report echo one runway two five qnh one zero one nine,atc papago good evening report echo one runway two five qnu one zero one nine,44.44
227,one two one nine sky travel nine five juliett,one two one nine skydural nine five gy nos,44.44
2329,nor shuttle four five zero one praha radar contact,nab four five zero one praha robrii dana radar contact,44.44
696,nav checker five one one report passing one three thousand feet and climb four one seven thousand feet,nab five one one report passing thirteen thousand feet climb for seventeen thousand feet,44.44
600,praha radar german cargo five three zero flight level two one one climbing two nine zero inbound omelo,hello eder eberland german cargo five three zero impact runway two one coming two nine zero inbound omalley,44.44
2900,csa three zero three radar contact descend flight level one zero zero to final approach fix three one,charlie charlie three zero three tobreda radar contact distance level one zero zero tucson approach six three one,44.44
867,ruzyne tower good evening el al five two two,good evening galal five two two,44.44
2022,fraction six victor lima climbing up flight level three,fraction six six of even climbing up flight level,44.44
871,three six four zero five ukraine seven zero on,two six four zero five you pay seven zero one,44.44
2707,praha radar good day lufthansa six juliett alfa pa,cloud radar good day lufthansa six street alpha,44.44
100,hotel golf kilo you may leave frequency bye bye,hotel golf kilo you may be free cant you bye bye,44.44
546,navigator three seven two proceed to charlie zulu echo,alligator three seven two proceed to charlies work,44.44
2375,csa three charlie zulu radar radar contact descend flight level one zero zero high speed approved and oscar,hi this is richard from radaria contact descent flight level one zero zero high speed approved and,44.44
2149,i was up flight level one two zero eight five three negative climb flight level one six zero,how was that flight one two zero cba eight five three i got the discount flight level one six zero,44.44
1814,cleared for visual approach three two delta alfa uniform,cip for visual approach three two tango ive a uniform,44.44
2117,oscar bravo foxtrot descend flight level one three zero,scarborough folks distance flight level one three zero,44.44
2289,climbing level eight zero sky travel six eight two,swarming level eight zero sky two sky two,44.44
2159,one four five six is on seven eight mike,one four five six is on us chan three seven eight one,44.44
1078,prague radar good day aero flot two six five,para great good day air force two six five,44.44
2532,level one six zero easy six eight kilo papa,and level one six zero in six eight km,44.44
936,right heading two six zero csa five six zero,radar in two six zero csa five six zero youre clear,44.44
2747,radar hello lufthansa seven eight two level two nine,radar load of foxtrot seven alfa two level two nine,44.44
2302,tower csa nine six one full established ils three one csa nine six one ruzyne tower continue approach,tower csa nine zero six one debradeopold nhlima sierra tango one debradeopold csa nine zero six one rusnjent tower continue approach,44.44
721,present heading vectoring three one csa seven two seven,president you are storing three one csa seven two seven,44.44
1389,csa seven five nine descend flight level six zero,susie seven five nine were gonna start flight level six zero,44.44
1404,one four echo e praha good afternoon radar contact descend flight level three one zero level by lanux,dream team good afternoon radar contact distance light level three one zero level by lanuc,44.44
2733,camber zero four two nine roger when ready descend,cambridge youre on board two nine roger when ready descend,44.44
586,shamrock six four four reduce speed two two zero,schoenag six four four ive reduced speed to two zero,44.44
2590,one eight and one nor shuttle three five eight,one eight one zero norshall three five alfa,44.44
631,roger confirm midland seven seven four decimal eight three,askin for london and seven seven four decimal eight three,44.44
1120,oscar sierra juliett continue present heading vectoring ils approach runway three one descend flight level one zero zero,oscar sierra juliet continue presenting vector in case approach runway three one descent to parallel one zero zero,44.44
397,csa nine on five six runway one three cleared for takeoff wind one five zero degrees three knots,cessna nine one one five six runway one trigger for takeoff wind one five zero degrees three knots lets go chair,44.44
1770,lufthansa four yankee charlie contact vienna one three four decimal four four zero good bye one three four four four zero lufthansa four yankee charlie,langen four echo november kilo contact green one three for decimal four four zero good bye one three four four four zero langen four echo november kilo ciao,44.0
943,wizz air four papa romeo contact vienna one three four decimal four four zero good bye,its for papa romeo contact green one three four four four four zero goodbye,43.75
1060,wizz air five hundred descend flight level nine zero and reduce to two three zero knots,bravo zulu five zero zero its decent flight level nine zero and reduced to two three zero knots,43.75
2513,air france two four eight two no speed restrictions thank you no speed restriction air fra,france two four two no speed restrictions thank you,43.75
415,f air zero zero six contact bratislava one three four decimal four seven five good by,cpt to november six charlie contact bratislava about three four decimal four seven five good bye,43.75
2786,hello swiss four seven two echo praha radar radar contact descend flight level one three zero,all switch for sound to echo radar radar radar contact descent flight level one three zero,43.75
1240,csa eight two nine vacate to the left contact ruzyne ground one two one point nine,csa two nine vacate to the last contact through zinnigram at one decimal nine,43.75
2040,air berlin seven six six yankee contact praha one two seven decimal one two five good,i run in seven six six in key contact praha one two seven bessinu one two five good evening,43.75
975,csa five zero five report heading one one nine zero one one nine zero csa five,csa five zero five report heading one nine zero the weekend,43.75
1673,bline six one golf contact praha radar one two zero decimal two seven five good bye,bravo lima india november echo six one golf contact praha radar one two zero decimal two seven five goodbye,43.75
2711,raha good morning austrian three three two papa level three five zero inbound abrax austrian three three two papa praha hello radar contact,morning osm three three two papa level three five stay away from the upper osm three three two papa hello radar contact,43.48
162,lufthansa eight juliett echo climb flight level three three zero we have a request,delta eight two at echo times delta three three zero we have a request,42.86
439,eight two sierra lima contact praha radar one two seven decimal eight two five,atc a contact to radar one two seven decimal eight two five additional,42.86
1845,czech holiday seven four two zero roger,check out alfa seven four two zero roger,42.86
128,eight five six and continue present heading,eight one six and continue presenting,42.86
2443,and level four zero zero on the,at level four zero zero,42.86
999,vel one six zero sky travel one,one six zero scatter one,42.86
2350,csa nine six one expedite via golf,csa nine six one expedite to all goals,42.86
1914,climbing three one zero austrian seven one,three one zero one zero seven one,42.86
1516,radar swedestar zero five one flight level one seven four descending one seven zero,radar street stories three five one flag clear the one seven four descending one seven zero,42.86
2249,flight level two four zero makal shortly,wen fyler two four zero macau shortly,42.86
1319,direct to deget connie four zero five,direct to vegas county four zero five zero,42.86
1999,one three three two eight five nor shuttle four five zero two bye bye,one two three decimal two eight five november four five good bye bye,42.86
503,lufthansa four uniform alfa praha radar contact,vansa four uniform alpha praha hawaii radar contact,42.86
491,hello easy five four nine seven main,hello echo bravo five four nine seven,42.86
